項目,受補貼機構,日期,時間,鏡頭編號,異常時間點
冷煤,久發,2023/5/3,09:00:00,5071930203,"09:10:33,09:32:39"
冷煤,久發,2023/5/3,10:00:00,5071930203,10:48:52
冷煤,久發,2023/5/3,11:00:00,5071930203,11:57:41
冷煤,久發,2023/5/3,13:00:00,5071930203,13:17:37
冷煤,久發,2023/5/3,14:00:00,5071930203,"14:13:13,14:20:07"
冷煤,久發,2023/5/3,15:00:00,5071930203,"15:20:51,15:22:21,15:42:33"
冷煤,久發,2023/5/3,16:00:00,5071930203,16:08:00
冷煤,久發,2023/5/4,13:00:00,5071930203,"13:16:43,13:47:17,13:47:25"
冷煤,久發,2023/5/4,14:00:00,5071930203,"14:38:53,14:46:58,14:53:04"
冷煤,久發,2023/5/4,15:00:00,5071930203,"15:21:39,15:52:45"
冷煤,久發,2023/5/8,08:00:00,5071930202,"08:00:35,08:01:27,08:01:36,08:01:39,08:01:47,08:02:33,08:03:50,08:03:57,08:04:19,08:05:22,08:05:51,08:06:45,08:07:02,08:08:12,08:08:15,08:08:37,08:08:59,08:10:35,08:11:59,08:12:40,08:12:55,08:13:18,08:13:24,08:13:41,08:14:43,08:15:57,08:17:02,08:18:07,08:18:45,08:22:07,08:22:10,08:22:42,08:22:58,08:25:48,08:26:15,08:27:27,08:29:48,08:35:13,08:35:27,08:38:30,08:38:51,08:43:14,08:44:09,08:46:17,08:46:21,08:47:21,08:47:39,08:48:16,08:50:23,08:50:38,08:51:21,08:51:58,08:52:07,08:52:10,08:52:15,08:52:22,08:52:25,08:53:11,08:54:01,08:54:05,08:54:24,08:54:28,08:54:39,08:54:41,08:55:33,08:56:27,08:59:25,08:59:36"
冷煤,久發,2023/5/10,10:00:00,5071930203,10:22:22
冷煤,久發,2023/5/10,13:00:00,5071930203,13:08:19
冷煤,久發,2023/5/10,14:00:00,5071930203,"14:05:54,14:11:56,14:25:00"
冷煤,久發,2023/5/10,15:00:00,5071930203,"15:22:09,15:27:15,15:53:34"
冷煤,久發,2023/5/12,10:00:00,5071930203,10:36:25
冷煤,久發,2023/5/12,11:00:00,5071930203,11:24:34
冷煤,久發,2023/5/12,14:00:00,5071930203,14:58:22
冷煤,久發,2023/5/12,15:00:00,5071930203,15:39:35
冷煤,久發,2023/5/18,08:00:00,5071930203,08:47:30
冷煤,久發,2023/5/18,10:00:00,5071930203,10:37:13
冷煤,久發,2023/5/18,13:00:00,5071930203,"13:32:41,13:53:18,13:57:50"
冷煤,久發,2023/5/18,14:00:00,5071930203,"14:29:46,14:37:26,14:41:39"
冷煤,久發,2023/5/26,08:00:00,5071930203,08:15:24
冷煤,久發,2023/5/26,11:00:00,5071930203,11:18:03
冷煤,久發,2023/5/26,13:00:00,5071930203,13:48:58
冷煤,久發,2023/5/26,14:00:00,5071930203,14:19:39
大門,久發,2023/5/27,14:00:00,5071930201,14:39:32
大門,久發,2023/5/31,17:00:00,5071930201,17:14:42
冷煤,久發,2023/6/6,11:00:00,5071930203,11:04:00
冷煤,久發,2023/6/6,14:00:00,5071930203,14:21:29
冷煤,久發,2023/6/8,11:00:00,5071930203,"11:26:16,11:42:36"
冷煤,久發,2023/6/8,16:00:00,5071930203,16:31:23
冷煤,久發,2023/6/14,09:00:00,5071930203,09:54:42
冷煤,久發,2023/6/16,13:00:00,5071930203,13:30:04
冷煤,久發,2023/6/21,16:00:00,5071930203,16:11:54
冷煤,久發,2023/6/22,15:00:00,5071930203,15:01:13
大門,久發,2023/6/27,07:00:00,5071930201,07:55:02
冷煤,久發,2023/6/27,11:00:00,5071930203,11:50:11
冷煤,久發,2023/7/5,10:00:00,5071930203,10:20:55
冷煤,久發,2023/7/5,13:00:00,5071930203,13:30:28
冷煤,久發,2023/7/5,14:00:00,5071930203,14:54:05
冷煤,久發,2023/7/5,15:00:00,5071930203,15:42:09
冷煤,久發,2023/7/6,16:00:00,5071930203,"16:06:58,16:07:07,16:07:43,16:08:07,16:08:22,16:17:22"
冷煤,久發,2023/7/14,14:00:00,5071930203,14:43:04
冷煤,久發,2023/7/18,14:00:00,5071930203,14:23:38
冷煤,久發,2023/7/22,14:00:00,5071930203,14:46:45
冷煤,久發,2023/7/24,09:00:00,5071930203,09:59:03
冷煤,久發,2023/7/24,13:00:00,5071930203,13:51:22
冷煤,久發,2023/7/26,08:00:00,5071930203,08:47:10
冷煤,久發,2023/7/26,10:00:00,5071930203,10:16:14
冷煤,久發,2023/7/26,11:00:00,5071930203,"11:12:55,11:53:03"
冷煤,久發,2023/7/26,13:00:00,5071930203,13:16:44
冷煤,久發,2023/8/2,09:00:00,5071930203,09:27:21
冷煤,久發,2023/8/2,10:00:00,5071930203,10:36:22
冷煤,久發,2023/8/2,11:00:00,5071930203,"11:06:34,11:29:41,11:35:05,11:39:45"
冷煤,久發,2023/8/2,13:00:00,5071930203,"13:11:19,13:53:44"
冷煤,久發,2023/8/2,14:00:00,5071930203,"14:19:22,14:35:00,14:41:30"
冷煤,久發,2023/8/2,15:00:00,5071930203,"15:36:15,15:50:00"
冷煤,久發,2023/8/2,16:00:00,5071930203,16:26:28
冷煤,久發,2023/8/3,10:00:00,5071930203,10:57:22
冷煤,久發,2023/8/3,11:00:00,5071930203,11:29:04
冷煤,久發,2023/8/3,15:00:00,5071930203,"15:31:32,15:39:47,15:45:47"
冷煤,久發,2023/8/3,16:00:00,5071930203,"16:11:33,16:20:53,16:20:58"
冷煤,久發,2023/8/7,14:00:00,5071930203,14:03:53
冷煤,久發,2023/8/15,11:00:00,5071930203,11:35:41
冷煤,久發,2023/8/15,15:00:00,5071930203,15:43:34
冷煤,久發,2023/8/17,09:00:00,5071930203,09:36:37
冷煤,久發,2023/8/17,10:00:00,5071930203,10:45:03
冷煤,久發,2023/8/19,16:00:00,5071930203,16:11:53
大門,久發,2023/8/23,07:00:00,5071930201,07:59:03
冷煤,久發,2023/8/23,14:00:00,5071930203,14:35:36
冷煤,久發,2023/8/23,15:00:00,5071930203,15:22:36
冷煤,久發,2023/8/23,16:00:00,5071930203,16:15:27
冷煤,久發,2023/8/24,14:00:00,5071930203,14:41:44
冷煤,久發,2023/8/28,09:00:00,5071930203,09:19:32
冷煤,久發,2023/8/28,14:00:00,5071930203,14:50:33
冷煤,久發,2023/8/29,11:00:00,5071930203,11:48:38
冷煤,久發,2023/8/29,14:00:00,5071930203,14:33:12
冷煤,久發,2023/8/29,15:00:00,5071930203,"15:00:56,15:23:37,15:59:52"
大門,久發,2023/8/30,07:00:00,5071930201,07:59:35
大門,久發,2023/9/7,07:00:00,5071930201,07:54:19
冷煤,久發,2023/9/8,09:00:00,5071930203,"09:01:38,09:27:31,09:27:33"
冷煤,久發,2023/9/11,10:00:00,5071930203,10:55:39
冷煤,久發,2023/9/12,11:00:00,5071930203,"11:12:53,11:40:39"
冷煤,久發,2023/9/12,13:00:00,5071930203,"13:33:09,13:46:04"
冷煤,久發,2023/9/12,14:00:00,5071930203,14:16:56
冷煤,久發,2023/9/12,15:00:00,5071930203,"15:30:15,15:36:59"
冷煤,久發,2023/9/19,09:00:00,5071930203,09:14:39
冷煤,久發,2023/9/20,11:00:00,5071930203,"11:21:35,11:57:48"
冷煤,久發,2023/9/20,15:00:00,5071930203,15:26:39
冷煤,久發,2023/9/25,13:00:00,5071930203,13:50:53
冷煤,久發,2023/9/27,14:00:00,5071930203,14:58:50
冷煤,大東方,2023/5/3,13:00:00,5005198303,13:09:50
冷煤,大東方,2023/5/4,14:00:00,5005198303,14:10:08
冷煤,大東方,2023/5/4,16:00:00,5005198303,"16:11:06,16:15:49"
冷煤,大東方,2023/5/12,10:00:00,5005198303,10:18:45
冷煤,大東方,2023/5/12,11:00:00,5005198303,11:25:14
冷煤,大東方,2023/5/18,09:00:00,5005198303,09:02:29
冷煤,大東方,2023/5/18,09:00:00,5005198304,09:03:26
冷煤,大東方,2023/5/18,13:00:00,5005198304,13:26:49
冷煤,大東方,2023/5/18,13:00:00,5005198303,13:31:07
冷煤,大東方,2023/5/26,09:00:00,5005198303,09:00:15
冷煤,大東方,2023/5/26,11:00:00,5005198303,11:21:58
冷煤,大東方,2023/6/6,13:00:00,5005198303,13:58:05
冷煤,大東方,2023/6/6,14:00:00,5005198303,"14:24:27,14:37:37,14:47:09"
大門,大東方,2023/6/10,11:00:00,5005198301,11:54:18
冷煤,大東方,2023/6/21,09:00:00,5005198303,09:40:20
冷煤,大東方,2023/6/21,13:00:00,5005198304,13:30:24
冷煤,大東方,2023/6/21,14:00:00,5005198303,14:59:21
冷煤,大東方,2023/6/27,11:00:00,5005198303,11:36:03
冷煤,大東方,2023/6/27,13:00:00,5005198303,"13:36:41,13:48:40"
冷煤,大東方,2023/7/5,13:00:00,5005198303,13:38:32
冷煤,大東方,2023/7/5,16:00:00,5005198303,"16:01:16,16:39:25"
冷煤,大東方,2023/7/10,10:00:00,5005198304,10:35:56
冷煤,大東方,2023/7/18,09:00:00,5005198304,09:45:27
大門,大東方,2023/7/22,12:00:00,5005198301,12:05:56
冷煤,大東方,2023/8/2,15:00:00,5005198303,"15:32:54,15:58:21,15:59:19"
冷煤,大東方,2023/8/2,18:00:00,5005198304,18:34:20
冷煤,大東方,2023/8/7,14:00:00,5005198303,14:02:19
冷煤,大東方,2023/8/15,10:00:00,5005198304,10:37:07
冷煤,大東方,2023/8/15,13:00:00,5005198303,13:55:16
冷煤,大東方,2023/8/28,09:00:00,5005198303,"09:15:47,09:48:17"
冷煤,大東方,2023/8/28,10:00:00,5005198303,10:56:25
大門,大東方,2023/8/29,17:00:00,5005198301,17:04:30
冷煤,大東方,2023/9/7,09:00:00,5005198303,09:39:18
冷煤,大東方,2023/9/8,08:00:00,5005198303,08:41:27
冷煤,大東方,2023/9/8,14:00:00,5005198303,14:40:41
冷煤,大東方,2023/9/9,16:00:00,5005198303,16:18:30
冷煤,大東方,2023/9/11,10:00:00,5005198303,10:01:29
冷煤,大東方,2023/9/11,13:00:00,5005198303,13:47:25
冷煤,大東方,2023/9/12,13:00:00,5005198303,"13:47:41,13:53:34,13:53:50"
冷煤,大東方,2023/9/12,15:00:00,5005198303,"15:29:26,15:31:00"
冷煤,大東方,2023/9/12,15:00:00,5005198304,15:28:25
冷煤,大東方,2023/9/12,18:00:00,5005198304,18:41:09
冷煤,大東方,2023/9/19,10:00:00,5005198304,10:02:22
冷煤,大東方,2023/9/19,11:00:00,5005198303,11:52:50
冷煤,大東方,2023/9/19,14:00:00,5005198303,14:29:22
冷煤,大東方,2023/9/19,17:00:00,5005198304,17:58:50
冷煤,大東方,2023/9/20,08:00:00,5005198304,"08:17:14,08:32:33"
冷煤,大東方,2023/9/20,10:00:00,5005198304,10:59:41
冷煤,大東方,2023/9/20,14:00:00,5005198303,14:00:29
冷煤,大東方,2023/9/20,17:00:00,5005198304,"17:54:19,17:54:24"
冷煤,大東方,2023/9/21,11:00:00,5005198303,11:29:37
冷煤,大東方,2023/9/27,14:00:00,5005198304,14:30:13
大門,大南方,2023/5/2,17:00:00,5071920501,17:06:18
冷煤,大南方,2023/5/3,10:00:00,5071920502,10:29:23
冷煤,大南方,2023/5/3,11:00:00,5071920502,"11:03:42,11:31:35,11:40:03"
冷煤,大南方,2023/5/3,13:00:00,5071920502,"13:00:09,13:49:04"
冷煤,大南方,2023/5/3,14:00:00,5071920502,"14:37:45,14:45:45"
冷煤,大南方,2023/5/4,08:00:00,5071920502,"08:00:13,08:12:19,08:25:21"
冷煤,大南方,2023/5/4,09:00:00,5071920502,09:36:08
冷煤,大南方,2023/5/4,10:00:00,5071920502,"10:19:25,10:30:38,10:44:20,10:50:54,10:59:08"
冷煤,大南方,2023/5/4,11:00:00,5071920502,11:33:34
冷煤,大南方,2023/5/4,13:00:00,5071920502,"13:38:46,13:50:15"
冷煤,大南方,2023/5/4,14:00:00,5071920502,"14:16:51,14:22:32,14:38:13,14:48:15,14:53:38"
冷煤,大南方,2023/5/4,15:00:00,5071920502,"15:01:01,15:27:19,15:33:58,15:42:47,15:45:55,15:51:58,15:53:02,15:55:47"
大門,大南方,2023/5/10,07:00:00,5071920501,07:52:41
冷煤,大南方,2023/5/10,09:00:00,5071920502,09:35:06
大門,大南方,2023/5/12,07:00:00,5071920501,07:54:04
冷煤,大南方,2023/5/12,09:00:00,5071920502,"09:04:22,09:34:48,09:59:38"
冷煤,大南方,2023/5/12,10:00:00,5071920502,"10:34:53,10:45:45,10:45:53,10:46:03,10:55:24"
冷煤,大南方,2023/5/12,11:00:00,5071920502,11:12:01
冷煤,大南方,2023/5/12,15:00:00,5071920502,15:28:32
冷煤,大南方,2023/5/16,09:00:00,5071920502,09:49:27
冷煤,大南方,2023/5/16,10:00:00,5071920502,10:52:32
冷煤,大南方,2023/5/16,11:00:00,5071920502,11:42:14
冷煤,大南方,2023/5/18,09:00:00,5071920502,"09:47:09,09:48:47"
冷煤,大南方,2023/5/18,13:00:00,5071920502,"13:36:20,13:54:22"
冷煤,大南方,2023/5/26,08:00:00,5071920502,"08:45:20,08:51:33"
冷煤,大南方,2023/5/26,09:00:00,5071920502,09:09:55
冷煤,大南方,2023/5/26,10:00:00,5071920502,10:10:01
冷煤,大南方,2023/5/26,11:00:00,5071920502,11:42:36
冷煤,大南方,2023/5/26,14:00:00,5071920502,"14:13:13,14:16:37,14:22:26,14:43:47"
冷煤,大南方,2023/5/26,15:00:00,5071920502,15:28:01
冷煤,大南方,2023/5/27,09:00:00,5071920502,09:05:55
冷煤,大南方,2023/5/27,13:00:00,5071920502,"13:32:49,13:48:48"
冷煤,大南方,2023/5/29,10:00:00,5071920502,10:45:45
冷煤,大南方,2023/5/29,11:00:00,5071920502,11:08:25
冷煤,大南方,2023/5/29,13:00:00,5071920502,13:28:30
冷煤,大南方,2023/5/29,14:00:00,5071920502,14:01:28
大門,大南方,2023/5/31,07:00:00,5071920501,07:33:31
大門,大南方,2023/5/31,17:00:00,5071920501,17:34:55
冷煤,大南方,2023/6/6,14:00:00,5071920502,"14:34:05,14:34:12,14:34:16,14:34:26"
冷煤,大南方,2023/6/6,15:00:00,5071920502,"15:17:33,15:17:38"
冷煤,大南方,2023/6/10,09:00:00,5071920502,"09:03:51,09:34:52"
大門,大南方,2023/6/10,13:00:00,5071920501,13:40:35
冷煤,大南方,2023/6/12,11:00:00,5071920502,11:30:23
冷煤,大南方,2023/6/14,11:00:00,5071920502,11:01:00
冷煤,大南方,2023/6/14,15:00:00,5071920502,15:42:05
冷煤,大南方,2023/6/21,13:00:00,5071920502,13:05:05
冷煤,大南方,2023/6/22,09:00:00,5071920502,"09:42:24,09:55:02"
大門,大南方,2023/6/26,06:00:00,5071920501,06:56:29
大門,大南方,2023/6/26,07:00:00,5071920501,07:42:12
冷煤,大南方,2023/6/26,15:00:00,5071920502,15:15:10
大門,大南方,2023/6/27,06:00:00,5071920501,06:47:39
冷煤,大南方,2023/6/27,08:00:00,5071920502,08:27:23
冷煤,大南方,2023/6/27,09:00:00,5071920502,"09:30:29,09:38:17"
冷煤,大南方,2023/6/27,10:00:00,5071920502,10:37:55
冷煤,大南方,2023/6/27,14:00:00,5071920502,14:03:30
大門,大南方,2023/7/4,07:00:00,5071920501,07:58:20
冷煤,大南方,2023/7/4,10:00:00,5071920502,10:15:18
冷煤,大南方,2023/7/5,08:00:00,5071920502,"08:02:13,08:42:47"
冷煤,大南方,2023/7/5,11:00:00,5071920502,"11:11:34,11:21:47,11:24:04,11:25:53,11:28:58,11:41:48"
冷煤,大南方,2023/7/5,15:00:00,5071920502,"15:19:44,15:23:07,15:23:12,15:27:40,15:37:59,15:44:30,15:47:09"
大門,大南方,2023/7/5,17:00:00,5071920501,17:06:43
冷煤,大南方,2023/7/6,09:00:00,5071920502,"09:27:30,09:31:26"
冷煤,大南方,2023/7/6,15:00:00,5071920502,"15:33:31,15:51:10"
冷煤,大南方,2023/7/10,13:00:00,5071920502,13:52:58
大門,大南方,2023/7/10,17:00:00,5071920501,17:32:49
冷煤,大南方,2023/7/14,08:00:00,5071920502,08:16:25
冷煤,大南方,2023/7/14,09:00:00,5071920502,09:00:14
冷煤,大南方,2023/7/14,11:00:00,5071920502,"11:14:30,11:23:12,11:23:15"
冷煤,大南方,2023/7/14,13:00:00,5071920502,"13:27:59,13:28:18"
冷煤,大南方,2023/7/14,14:00:00,5071920502,"14:09:15,14:11:07,14:25:11"
冷煤,大南方,2023/7/18,13:00:00,5071920502,13:36:54
冷煤,大南方,2023/7/20,08:00:00,5071920502,"08:32:58,08:34:48,08:41:56,08:44:29,08:47:20"
冷煤,大南方,2023/7/20,09:00:00,5071920502,09:17:15
冷煤,大南方,2023/7/20,10:00:00,5071920502,"10:23:15,10:48:14"
冷煤,大南方,2023/7/20,11:00:00,5071920502,"11:08:50,11:11:13,11:21:45"
冷煤,大南方,2023/7/20,13:00:00,5071920502,"13:27:25,13:43:55"
冷煤,大南方,2023/7/20,14:00:00,5071920502,"14:00:41,14:00:44,14:01:32,14:16:54,14:17:08,14:17:17,14:41:41,14:48:29"
冷煤,大南方,2023/7/20,15:00:00,5071920502,"15:24:40,15:24:45,15:49:45,15:53:10,15:53:19,15:53:45"
冷煤,大南方,2023/7/22,08:00:00,5071920502,08:02:30
大門,大南方,2023/7/22,08:00:00,5071920501,08:04:48
冷煤,大南方,2023/7/22,09:00:00,5071920502,"09:07:37,09:32:42"
冷煤,大南方,2023/7/22,12:00:00,5071920502,12:49:20
大門,大南方,2023/7/22,13:00:00,5071920501,13:31:03
冷煤,大南方,2023/7/24,10:00:00,5071920502,10:49:49
冷煤,大南方,2023/7/24,14:00:00,5071920502,"14:09:02,14:28:38,14:34:59"
冷煤,大南方,2023/7/24,15:00:00,5071920502,15:26:49
冷煤,大南方,2023/7/26,08:00:00,5071920502,08:47:42
冷煤,大南方,2023/7/26,09:00:00,5071920502,"09:33:25,09:33:28,09:54:45"
冷煤,大南方,2023/7/26,10:00:00,5071920502,"10:30:22,10:54:56"
冷煤,大南方,2023/7/26,13:00:00,5071920502,"13:15:10,13:49:08"
冷煤,大南方,2023/7/26,14:00:00,5071920502,"14:03:04,14:35:12,14:53:13"
冷煤,大南方,2023/7/26,15:00:00,5071920502,"15:01:03,15:16:58"
冷煤,大南方,2023/8/1,09:00:00,5071920502,"09:10:17,09:13:18"
冷煤,大南方,2023/8/1,10:00:00,5071920502,10:41:34
冷煤,大南方,2023/8/1,13:00:00,5071920502,13:27:10
冷煤,大南方,2023/8/1,15:00:00,5071920502,"15:29:59,15:50:46"
冷煤,大南方,2023/8/2,09:00:00,5071920502,09:50:57
冷煤,大南方,2023/8/2,14:00:00,5071920502,"14:05:38,14:06:22"
冷煤,大南方,2023/8/2,15:00:00,5071920502,15:51:40
大門,大南方,2023/8/3,07:00:00,5071920501,07:58:49
冷煤,大南方,2023/8/3,08:00:00,5071920502,08:28:44
冷煤,大南方,2023/8/3,09:00:00,5071920502,"09:08:24,09:08:28"
冷煤,大南方,2023/8/3,14:00:00,5071920502,14:28:56
冷煤,大南方,2023/8/3,15:00:00,5071920502,"15:07:17,15:32:54,15:33:05"
冷煤,大南方,2023/8/7,08:00:00,5071920502,"08:11:37,08:19:47"
冷煤,大南方,2023/8/7,10:00:00,5071920502,"10:26:57,10:56:31"
冷煤,大南方,2023/8/7,11:00:00,5071920502,"11:28:03,11:30:23"
冷煤,大南方,2023/8/7,13:00:00,5071920502,13:10:00
冷煤,大南方,2023/8/7,14:00:00,5071920502,"14:05:26,14:24:04,14:53:19,14:57:56"
冷煤,大南方,2023/8/7,15:00:00,5071920502,15:39:12
冷煤,大南方,2023/8/11,08:00:00,5071920502,08:45:15
冷煤,大南方,2023/8/11,09:00:00,5071920502,"09:13:03,09:41:48"
冷煤,大南方,2023/8/11,11:00:00,5071920502,11:33:38
冷煤,大南方,2023/8/11,13:00:00,5071920502,"13:29:15,13:54:47,13:54:50"
冷煤,大南方,2023/8/11,14:00:00,5071920502,14:27:14
冷煤,大南方,2023/8/11,15:00:00,5071920502,"15:38:43,15:48:11,15:48:17,15:48:23,15:48:29"
冷煤,大南方,2023/8/15,08:00:00,5071920502,"08:24:32,08:40:42,08:55:03"
冷煤,大南方,2023/8/15,09:00:00,5071920502,09:00:16
冷煤,大南方,2023/8/15,10:00:00,5071920502,"10:01:39,10:14:46,10:29:09"
冷煤,大南方,2023/8/15,11:00:00,5071920502,11:11:17
冷煤,大南方,2023/8/15,13:00:00,5071920502,13:51:06
冷煤,大南方,2023/8/15,14:00:00,5071920502,"14:32:42,14:39:25"
冷煤,大南方,2023/8/15,15:00:00,5071920502,15:36:58
大門,大南方,2023/8/17,07:00:00,5071920501,"07:57:59,07:58:31"
冷煤,大南方,2023/8/17,08:00:00,5071920502,"08:22:26,08:42:06"
冷煤,大南方,2023/8/17,09:00:00,5071920502,09:46:15
冷煤,大南方,2023/8/17,10:00:00,5071920502,"10:18:47,10:32:06"
冷煤,大南方,2023/8/17,11:00:00,5071920502,11:27:14
冷煤,大南方,2023/8/17,14:00:00,5071920502,14:08:21
冷煤,大南方,2023/8/19,08:00:00,5071920502,"08:06:56,08:10:40,08:13:15,08:18:36,08:19:51,08:19:53,08:42:07"
冷煤,大南方,2023/8/19,09:00:00,5071920502,09:36:18
冷煤,大南方,2023/8/19,10:00:00,5071920502,10:35:34
冷煤,大南方,2023/8/19,11:00:00,5071920502,"11:04:54,11:28:30"
冷煤,大南方,2023/8/19,14:00:00,5071920502,14:38:53
冷煤,大南方,2023/8/23,08:00:00,5071920502,"08:33:31,08:43:35"
冷煤,大南方,2023/8/23,13:00:00,5071920502,13:17:35
冷煤,大南方,2023/8/23,14:00:00,5071920502,"14:03:38,14:20:42"
大門,大南方,2023/8/24,07:00:00,5071920501,"07:51:28,07:58:10"
冷煤,大南方,2023/8/24,08:00:00,5071920502,08:49:30
冷煤,大南方,2023/8/24,09:00:00,5071920502,09:15:47
冷煤,大南方,2023/8/24,10:00:00,5071920502,10:30:21
