項目,受補貼機構,日期,時間,鏡頭編號,異常時間點
冷煤,博威特,2023/7/20,11:00:00,5005373915,11:11:52
冷煤,博威特,2023/7/20,12:00:00,5005373915,12:11:06
冷煤,博威特,2023/7/20,13:00:00,5005373915,13:06:17
大門,博威特,2023/7/20,17:00:00,5005373913,17:04:03
冷煤,博威特,2023/7/22,09:00:00,5005373915,09:10:24
冷煤,博威特,2023/7/22,10:00:00,5005373915,10:07:02
冷煤,博威特,2023/7/22,13:00:00,5005373915,13:28:00
大門,博威特,2023/7/24,07:00:00,5005373913,07:58:49
冷煤,博威特,2023/7/24,11:00:00,5005373915,11:33:47
冷煤,博威特,2023/7/24,13:00:00,5005373915,13:11:36
冷煤,博威特,2023/7/24,14:00:00,5005373915,14:41:43
大門,博威特,2023/7/24,19:00:00,5005373913,19:30:48
冷煤,博威特,2023/7/26,09:00:00,5005373911,09:11:33
冷煤,博威特,2023/7/26,15:00:00,5005373915,15:32:52
冷煤,博威特,2023/7/26,18:00:00,5005373911,18:09:56
冷煤,博威特,2023/8/2,10:00:00,5005373915,10:27:14
冷煤,博威特,2023/8/2,13:00:00,5005373911,13:47:36
冷煤,博威特,2023/8/2,14:00:00,5005373911,14:50:23
冷煤,博威特,2023/8/2,14:00:00,5005373915,14:05:18
冷煤,博威特,2023/8/2,15:00:00,5005373915,15:11:52
冷煤,博威特,2023/8/7,11:00:00,5005373915,"11:08:08,11:40:06"
冷煤,博威特,2023/8/7,14:00:00,5005373915,14:34:51
冷煤,博威特,2023/8/7,15:00:00,5005373911,15:06:23
冷煤,博威特,2023/8/7,15:00:00,5005373915,"15:20:05,15:24:26,15:27:07"
冷煤,博威特,2023/8/7,16:00:00,5005373915,16:20:07
冷煤,博威特,2023/8/11,09:00:00,5005373911,09:26:24
冷煤,博威特,2023/8/11,09:00:00,5005373915,09:25:54
冷煤,博威特,2023/8/11,11:00:00,5005373915,11:02:44
冷煤,博威特,2023/8/11,13:00:00,5005373915,13:54:15
冷煤,博威特,2023/8/11,14:00:00,5005373915,"14:43:35,14:54:19"
冷煤,博威特,2023/8/11,16:00:00,5005373915,"16:00:12,16:00:18,16:00:25"
冷煤,博威特,2023/8/11,16:00:00,5005373911,16:43:14
冷煤,博威特,2023/8/15,08:00:00,5005373915,08:53:26
冷煤,博威特,2023/8/15,10:00:00,5005373915,10:55:11
冷煤,博威特,2023/8/15,11:00:00,5005373915,"11:10:14,11:49:48"
冷煤,博威特,2023/8/15,15:00:00,5005373915,15:42:43
冷煤,博威特,2023/8/17,09:00:00,5005373915,09:57:02
冷煤,博威特,2023/8/17,13:00:00,5005373915,13:29:12
冷煤,博威特,2023/8/17,15:00:00,5005373911,15:59:40
冷煤,博威特,2023/8/23,08:00:00,5005373911,08:54:38
冷煤,博威特,2023/8/23,09:00:00,5005373915,09:57:41
冷煤,博威特,2023/8/23,13:00:00,5005373911,13:36:28
冷煤,博威特,2023/8/23,14:00:00,5005373915,"14:35:13,14:35:44"
冷煤,博威特,2023/8/23,15:00:00,5005373915,"15:00:33,15:55:12"
冷煤,博威特,2023/8/24,08:00:00,5005373915,08:50:57
冷煤,博威特,2023/8/24,09:00:00,5005373915,09:58:40
冷煤,博威特,2023/8/24,13:00:00,5005373915,13:27:17
冷煤,博威特,2023/8/24,14:00:00,5005373915,"14:36:37,14:46:28,14:57:13"
冷煤,博威特,2023/8/25,09:00:00,5005373915,09:36:12
冷煤,博威特,2023/8/28,08:00:00,5005373915,08:39:02
冷煤,博威特,2023/8/28,10:00:00,5005373915,10:59:07
冷煤,博威特,2023/8/28,11:00:00,5005373911,11:33:16
大門,博威特,2023/8/28,18:00:00,5005373913,18:19:33
冷煤,博威特,2023/8/29,10:00:00,5005373915,10:29:41
冷煤,博威特,2023/9/7,09:00:00,5005373915,09:04:09
冷煤,博威特,2023/9/7,14:00:00,5005373915,14:25:08
冷煤,博威特,2023/9/8,08:00:00,5005373911,08:39:32
冷煤,博威特,2023/9/8,10:00:00,5005373911,10:55:32
冷煤,博威特,2023/9/8,10:00:00,5005373915,10:48:32
冷煤,博威特,2023/9/8,15:00:00,5005373915,15:50:34
冷煤,博威特,2023/9/8,16:00:00,5005373915,"16:10:55,16:10:59,16:23:53,16:36:17"
大門,博威特,2023/9/8,17:00:00,5005373913,17:50:37
冷煤,博威特,2023/9/11,09:00:00,5005373915,"09:05:07,09:28:10"
冷煤,博威特,2023/9/11,14:00:00,5005373915,"14:16:23,14:18:03,14:43:48"
冷煤,博威特,2023/9/11,15:00:00,5005373911,15:43:11
大門,博威特,2023/9/11,17:00:00,5005373913,"17:01:28,17:38:35,17:51:48"
大門,博威特,2023/9/12,07:00:00,5005373913,07:56:29
冷煤,博威特,2023/9/12,10:00:00,5005373915,10:45:21
冷煤,博威特,2023/9/19,09:00:00,5005373915,09:13:20
冷煤,博威特,2023/9/19,11:00:00,5005373915,11:29:04
冷煤,博威特,2023/9/20,09:00:00,5005373911,09:09:18
冷煤,博威特,2023/9/20,09:00:00,5005373915,09:05:22
冷煤,博威特,2023/9/20,11:00:00,5005373915,11:12:32
冷煤,博威特,2023/9/20,15:00:00,5005373915,15:32:11
冷煤,博威特,2023/9/20,16:00:00,5005373915,16:10:31
冷煤,博威特,2023/9/25,09:00:00,5005373915,09:06:12
冷煤,博威特,2023/9/25,10:00:00,5005373915,10:39:07
冷煤,博威特,2023/9/25,14:00:00,5005373915,14:18:00
大門,惠嘉電,2023/5/2,17:00:00,5041528201,17:44:54
大門,惠嘉電,2023/5/3,17:00:00,5041528201,17:45:59
冷煤,惠嘉電,2023/5/4,08:00:00,5041528203,08:25:45
冷煤,惠嘉電,2023/5/4,09:00:00,5041528203,09:36:09
冷煤,惠嘉電,2023/5/4,11:00:00,5041528203,"11:09:29,11:16:01"
冷煤,惠嘉電,2023/5/4,15:00:00,5041528203,15:31:01
冷煤,惠嘉電,2023/5/4,16:00:00,5041528203,16:27:58
大門,惠嘉電,2023/5/8,18:00:00,5041528201,18:00:09
大門,惠嘉電,2023/5/10,17:00:00,5041528201,17:43:21
冷煤,惠嘉電,2023/5/12,09:00:00,5041528203,"09:43:46,09:54:28"
冷煤,惠嘉電,2023/5/12,16:00:00,5041528203,16:17:02
大門,惠嘉電,2023/5/16,17:00:00,5041528201,"17:04:53,17:33:27,17:41:28"
大門,惠嘉電,2023/5/16,18:00:00,5041528201,"18:08:06,18:12:22,18:16:36"
冷煤,惠嘉電,2023/5/18,08:00:00,5041528203,"08:31:55,08:37:42"
冷煤,惠嘉電,2023/5/18,10:00:00,5041528203,"10:02:12,10:16:26,10:28:15,10:33:11,10:38:34,10:48:03"
冷煤,惠嘉電,2023/5/18,11:00:00,5041528203,"11:16:49,11:47:38,11:51:47"
冷煤,惠嘉電,2023/5/18,13:00:00,5041528203,13:30:37
大門,惠嘉電,2023/5/22,17:00:00,5041528201,17:08:15
大門,惠嘉電,2023/5/27,09:00:00,5041528201,09:21:08
大門,惠嘉電,2023/5/27,10:00:00,5041528201,"10:10:18,10:26:31,10:47:52"
大門,惠嘉電,2023/5/27,15:00:00,5041528201,15:21:34
大門,惠嘉電,2023/5/27,16:00:00,5041528201,16:00:42
冷煤,惠嘉電,2023/5/29,10:00:00,5041528203,10:59:30
大門,惠嘉電,2023/5/30,07:00:00,5041528201,07:41:27
大門,惠嘉電,2023/5/30,18:00:00,5041528201,18:02:26
大門,惠嘉電,2023/6/8,17:00:00,5041528201,17:11:37
冷煤,惠嘉電,2023/6/10,09:00:00,5041528203,"09:27:42,09:33:21,09:34:40"
冷煤,惠嘉電,2023/6/10,10:00:00,5041528203,10:57:46
大門,惠嘉電,2023/6/10,10:00:00,5041528201,10:55:36
大門,惠嘉電,2023/6/10,11:00:00,5041528201,"11:10:38,11:54:17"
冷煤,惠嘉電,2023/6/10,11:00:00,5041528203,"11:09:32,11:29:54"
大門,惠嘉電,2023/6/10,12:00:00,5041528201,12:29:43
大門,惠嘉電,2023/6/10,13:00:00,5041528201,"13:48:04,13:52:40"
冷煤,惠嘉電,2023/6/22,09:00:00,5041528203,09:14:54
大門,惠嘉電,2023/6/27,17:00:00,5041528201,17:35:26
冷煤,惠嘉電,2023/7/5,08:00:00,5041528203,"08:16:57,08:42:16"
冷煤,惠嘉電,2023/7/5,11:00:00,5041528203,11:12:41
大門,惠嘉電,2023/7/10,17:00:00,5041528201,"17:26:34,17:44:54"
大門,惠嘉電,2023/7/10,18:00:00,5041528201,18:10:39
大門,惠嘉電,2023/7/14,07:00:00,5041528201,07:52:20
大門,惠嘉電,2023/7/18,07:00:00,5041528201,07:56:19
冷煤,惠嘉電,2023/7/20,08:00:00,5041528203,08:08:33
冷煤,惠嘉電,2023/7/20,10:00:00,5041528203,"10:41:36,10:48:54"
冷煤,惠嘉電,2023/7/20,11:00:00,5041528203,11:25:54
冷煤,惠嘉電,2023/7/20,14:00:00,5041528203,"14:01:47,14:07:14,14:23:33,14:40:06,14:59:49"
冷煤,惠嘉電,2023/7/20,16:00:00,5041528203,16:00:33
冷煤,惠嘉電,2023/7/20,19:00:00,5041528203,19:11:56
大門,惠嘉電,2023/7/22,10:00:00,5041528201,"10:38:55,10:57:52"
大門,惠嘉電,2023/7/22,11:00:00,5041528201,11:01:54
大門,惠嘉電,2023/7/22,15:00:00,5041528201,15:42:07
大門,惠嘉電,2023/7/22,16:00:00,5041528201,16:25:01
大門,惠嘉電,2023/7/24,18:00:00,5041528201,18:04:04
冷煤,惠嘉電,2023/7/26,11:00:00,5041528203,11:13:21
冷煤,惠嘉電,2023/7/26,15:00:00,5041528203,"15:13:43,15:25:23,15:32:09"
冷煤,惠嘉電,2023/7/26,16:00:00,5041528203,16:05:47
大門,惠嘉電,2023/7/28,07:00:00,5041528201,07:05:01
大門,惠嘉電,2023/7/28,17:00:00,5041528201,17:10:15
大門,惠嘉電,2023/8/1,07:00:00,5041528201,"07:25:18,07:36:01"
冷煤,惠嘉電,2023/8/1,11:00:00,5041528203,11:36:34
冷煤,惠嘉電,2023/8/1,13:00:00,5041528203,13:49:20
大門,惠嘉電,2023/8/2,07:00:00,5041528201,07:30:13
冷煤,惠嘉電,2023/8/2,09:00:00,5041528203,09:12:15
冷煤,惠嘉電,2023/8/2,10:00:00,5041528203,10:29:08
冷煤,惠嘉電,2023/8/2,11:00:00,5041528203,11:16:58
大門,惠嘉電,2023/8/2,17:00:00,5041528201,17:58:05
大門,惠嘉電,2023/8/3,07:00:00,5041528201,"07:29:21,07:37:58,07:49:19"
冷煤,惠嘉電,2023/8/7,09:00:00,5041528203,09:58:04
冷煤,惠嘉電,2023/8/7,11:00:00,5041528203,"11:12:30,11:28:07"
冷煤,惠嘉電,2023/8/7,13:00:00,5041528203,13:31:46
冷煤,惠嘉電,2023/8/7,14:00:00,5041528203,14:58:04
大門,惠嘉電,2023/8/7,17:00:00,5041528201,17:25:32
冷煤,惠嘉電,2023/8/11,08:00:00,5041528203,"08:12:58,08:17:08,08:22:44"
大門,惠嘉電,2023/8/11,17:00:00,5041528201,"17:43:17,17:46:38"
冷煤,惠嘉電,2023/8/15,08:00:00,5041528203,08:15:33
冷煤,惠嘉電,2023/8/15,16:00:00,5041528203,"16:07:19,16:16:54"
大門,惠嘉電,2023/8/17,07:00:00,5041528201,"07:27:14,07:43:45,07:59:06"
冷煤,惠嘉電,2023/8/17,09:00:00,5041528203,09:41:05
冷煤,惠嘉電,2023/8/17,14:00:00,5041528203,14:43:04
大門,惠嘉電,2023/8/17,17:00:00,5041528201,17:57:19
冷煤,惠嘉電,2023/8/19,08:00:00,5041528203,08:14:07
大門,惠嘉電,2023/8/19,10:00:00,5041528201,10:42:53
大門,惠嘉電,2023/8/19,11:00:00,5041528201,11:02:56
大門,惠嘉電,2023/8/19,14:00:00,5041528201,14:26:11
大門,惠嘉電,2023/8/23,06:00:00,5041528201,06:59:01
大門,惠嘉電,2023/8/23,07:00:00,5041528201,07:55:53
大門,惠嘉電,2023/8/23,17:00:00,5041528201,17:38:39
冷煤,惠嘉電,2023/8/24,11:00:00,5041528203,11:10:24
冷煤,惠嘉電,2023/8/24,14:00:00,5041528203,14:23:40
大門,惠嘉電,2023/8/24,17:00:00,5041528201,17:49:15
大門,惠嘉電,2023/8/28,17:00:00,5041528201,"17:06:29,17:22:12"
冷煤,惠嘉電,2023/8/29,08:00:00,5041528203,08:28:50
冷煤,惠嘉電,2023/8/29,09:00:00,5041528203,09:13:30
冷煤,惠嘉電,2023/8/29,10:00:00,5041528203,10:46:36
冷煤,惠嘉電,2023/8/29,11:00:00,5041528203,11:47:17
冷煤,惠嘉電,2023/8/29,13:00:00,5041528203,13:49:10
冷煤,惠嘉電,2023/8/29,15:00:00,5041528203,15:00:51
大門,惠嘉電,2023/8/30,07:00:00,5041528201,07:28:44
大門,惠嘉電,2023/9/8,07:00:00,5041528201,"07:13:00,07:24:18"
冷煤,惠嘉電,2023/9/8,08:00:00,5041528203,08:44:56
冷煤,惠嘉電,2023/9/8,09:00:00,5041528203,09:52:12
冷煤,惠嘉電,2023/9/8,10:00:00,5041528203,10:18:11
冷煤,惠嘉電,2023/9/8,11:00:00,5041528203,11:28:53
大門,惠嘉電,2023/9/9,10:00:00,5041528201,10:54:00
大門,惠嘉電,2023/9/9,11:00:00,5041528201,11:14:05
大門,惠嘉電,2023/9/11,07:00:00,5041528201,07:40:23
冷煤,惠嘉電,2023/9/12,08:00:00,5041528203,"08:08:17,08:10:59,08:12:06,08:16:55,08:17:31,08:20:52,08:26:57"
冷煤,惠嘉電,2023/9/12,09:00:00,5041528203,"09:04:25,09:37:03"
冷煤,惠嘉電,2023/9/12,11:00:00,5041528203,"11:31:19,11:46:09"
冷煤,惠嘉電,2023/9/12,13:00:00,5041528203,13:33:55
冷煤,惠嘉電,2023/9/12,15:00:00,5041528203,15:43:23
冷煤,惠嘉電,2023/9/12,16:00:00,5041528203,16:25:06
冷煤,惠嘉電,2023/9/19,08:00:00,5041528203,08:37:38
冷煤,惠嘉電,2023/9/19,16:00:00,5041528203,16:04:17
大門,惠嘉電,2023/9/19,17:00:00,5041528201,17:05:45
大門,惠嘉電,2023/9/21,07:00:00,5041528201,07:42:22
冷煤,惠嘉電,2023/9/25,09:00:00,5041528203,09:52:00
冷煤,惠嘉電,2023/9/25,13:00:00,5041528203,13:59:34
大門,惠嘉電,2023/9/25,17:00:00,5041528201,17:03:33
大門,惠嘉電,2023/9/27,07:00:00,5041528201,07:51:37
大門,惠嘉電,2023/9/27,17:00:00,5041528201,17:17:45
大門,開運,2023/5/2,18:00:00,5005068701,18:30:13
大門,開運,2023/5/3,17:00:00,5005068701,"17:00:34,17:04:00,17:06:26,17:08:35,17:11:01,17:23:57,17:24:11"
大門,開運,2023/8/11,18:00:00,5005068701,18:14:28
冷煤,瑞原,2023/5/4,08:00:00,5041521403,08:58:41
冷煤,瑞原,2023/5/4,10:00:00,5041521402,"10:21:25,10:34:53"
冷煤,瑞原,2023/5/4,11:00:00,5041521402,11:42:55
冷煤,瑞原,2023/5/8,08:00:00,5041521403,08:48:50
冷煤,瑞原,2023/5/10,08:00:00,5041521403,08:24:30
冷煤,瑞原,2023/5/10,09:00:00,5041521403,09:46:34
冷煤,瑞原,2023/5/10,10:00:00,5041521403,10:48:07
冷煤,瑞原,2023/5/10,15:00:00,5041521403,15:56:55
冷煤,瑞原,2023/5/10,17:00:00,5041521403,17:47:26
大門,瑞原,2023/5/10,17:00:00,5041521401,17:29:50
冷煤,瑞原,2023/5/10,18:00:00,5041521403,"18:30:39,18:31:26"
冷煤,瑞原,2023/5/12,09:00:00,5041521403,09:19:58
冷煤,瑞原,2023/5/12,11:00:00,5041521403,"11:21:14,11:33:28"
冷煤,瑞原,2023/5/12,14:00:00,5041521403,14:43:40
冷煤,瑞原,2023/5/16,08:00:00,5041521403,08:37:57
冷煤,瑞原,2023/5/16,11:00:00,5041521403,11:57:16
冷煤,瑞原,2023/5/18,09:00:00,5041521403,09:44:11
冷煤,瑞原,2023/5/18,11:00:00,5041521403,"11:33:01,11:39:07"
冷煤,瑞原,2023/5/18,13:00:00,5041521403,13:21:15
大門,瑞原,2023/5/18,17:00:00,5041521401,17:22:27
大門,瑞原,2023/5/21,08:00:00,5041521401,08:26:14
冷煤,瑞原,2023/6/6,11:00:00,5041521403,"11:41:47,11:41:51,11:42:02"
冷煤,瑞原,2023/6/6,18:00:00,5041521402,18:39:54
冷煤,瑞原,2023/6/8,18:00:00,5041521402,18:11:05
冷煤,瑞原,2023/6/10,08:00:00,5041521403,08:54:05
冷煤,瑞原,2023/6/10,09:00:00,5041521403,"09:29:10,09:56:19"
冷煤,瑞原,2023/6/10,11:00:00,5041521403,"11:22:10,11:37:01"
冷煤,瑞原,2023/6/10,11:00:00,5041521402,"11:22:05,11:27:10,11:32:44"
冷煤,瑞原,2023/6/12,10:00:00,5041521402,10:55:07
冷煤,瑞原,2023/6/12,13:00:00,5041521403,13:30:31
冷煤,瑞原,2023/6/14,08:00:00,5041521403,08:39:58
冷煤,瑞原,2023/6/14,10:00:00,5041521403,10:25:31
冷煤,瑞原,2023/6/14,13:00:00,5041521403,"13:30:16,13:30:26"
冷煤,瑞原,2023/6/14,14:00:00,5041521403,14:17:46
冷煤,瑞原,2023/6/16,11:00:00,5041521403,11:18:01
冷煤,瑞原,2023/6/16,13:00:00,5041521403,"13:08:49,13:37:26"
冷煤,瑞原,2023/6/16,15:00:00,5041521403,"15:26:19,15:28:33"
冷煤,瑞原,2023/6/22,08:00:00,5041521403,08:25:27
冷煤,瑞原,2023/6/22,09:00:00,5041521403,"09:02:05,09:04:50,09:18:25,09:52:10"
冷煤,瑞原,2023/6/22,09:00:00,5041521402,"09:21:06,09:32:40"
冷煤,瑞原,2023/6/22,10:00:00,5041521403,"10:44:39,10:49:30"
冷煤,瑞原,2023/6/22,11:00:00,5041521403,11:32:48
冷煤,瑞原,2023/6/22,13:00:00,5041521403,"13:29:42,13:45:25"
冷煤,瑞原,2023/6/22,13:00:00,5041521402,13:35:06
冷煤,瑞原,2023/6/22,14:00:00,5041521403,"14:21:29,14:28:33"
大門,瑞原,2023/6/26,07:00:00,5041521401,"07:33:09,07:34:27,07:46:48"
冷煤,瑞原,2023/6/27,11:00:00,5041521403,"11:11:03,11:16:12,11:16:28"
冷煤,瑞原,2023/6/27,13:00:00,5041521403,"13:45:36,13:46:02"
冷煤,瑞原,2023/7/5,10:00:00,5041521403,10:40:27
冷煤,瑞原,2023/7/10,11:00:00,5041521403,"11:10:04,11:12:08"
冷煤,瑞原,2023/7/10,13:00:00,5041521402,13:48:14
冷煤,瑞原,2023/7/14,10:00:00,5041521403,"10:11:46,10:24:30,10:49:31"
冷煤,瑞原,2023/7/14,11:00:00,5041521403,"11:06:07,11:28:12"
冷煤,瑞原,2023/7/14,15:00:00,5041521403,15:45:48
冷煤,瑞原,2023/7/14,18:00:00,5041521402,18:04:24
冷煤,瑞原,2023/7/14,18:00:00,5041521403,"18:04:20,18:38:32"
大門,瑞原,2023/7/16,11:00:00,5041521401,11:04:30
冷煤,瑞原,2023/7/18,13:00:00,5041521403,13:21:31
冷煤,瑞原,2023/7/18,18:00:00,5041521402,18:36:23
冷煤,瑞原,2023/7/20,08:00:00,5041521403,"08:31:36,08:58:49"
冷煤,瑞原,2023/7/20,09:00:00,5041521403,09:07:23
冷煤,瑞原,2023/7/20,10:00:00,5041521402,10:48:11
冷煤,瑞原,2023/7/20,10:00:00,5041521403,10:28:26
冷煤,瑞原,2023/7/20,11:00:00,5041521403,"11:06:54,11:27:16,11:38:35,11:41:39"
冷煤,瑞原,2023/7/20,13:00:00,5041521403,13:36:47
冷煤,瑞原,2023/7/20,14:00:00,5041521403,14:54:15
冷煤,瑞原,2023/7/20,15:00:00,5041521403,"15:06:23,15:15:31,15:24:27"
冷煤,瑞原,2023/7/22,09:00:00,5041521403,09:14:06
冷煤,瑞原,2023/7/22,09:00:00,5041521402,"09:12:59,09:32:20"
冷煤,瑞原,2023/7/22,14:00:00,5041521403,"14:17:33,14:22:28,14:22:32"
冷煤,瑞原,2023/7/24,08:00:00,5041521402,08:28:45
冷煤,瑞原,2023/7/24,08:00:00,5041521403,08:59:08
冷煤,瑞原,2023/7/24,09:00:00,5041521402,09:51:46
冷煤,瑞原,2023/7/24,10:00:00,5041521402,10:28:39
冷煤,瑞原,2023/7/24,10:00:00,5041521403,10:19:07
冷煤,瑞原,2023/7/24,11:00:00,5041521402,"11:27:09,11:33:20,11:53:53"
冷煤,瑞原,2023/7/24,13:00:00,5041521403,13:23:22
冷煤,瑞原,2023/7/24,14:00:00,5041521402,"14:48:31,14:50:51"
冷煤,瑞原,2023/7/24,14:00:00,5041521403,"14:49:36,14:55:50"
冷煤,瑞原,2023/7/24,15:00:00,5041521403,"15:13:30,15:53:26"
冷煤,瑞原,2023/7/24,15:00:00,5041521402,15:55:18
冷煤,瑞原,2023/7/24,17:00:00,5041521403,17:45:05
冷煤,瑞原,2023/7/24,18:00:00,5041521403,18:42:45
冷煤,瑞原,2023/7/26,09:00:00,5041521402,09:27:13
冷煤,瑞原,2023/7/26,11:00:00,5041521403,"11:15:44,11:38:35"
冷煤,瑞原,2023/8/1,09:00:00,5041521403,"09:44:38,09:44:41"
冷煤,瑞原,2023/8/1,10:00:00,5041521402,10:34:12
冷煤,瑞原,2023/8/1,10:00:00,5041521403,"10:00:59,10:27:57,10:40:06"
冷煤,瑞原,2023/8/1,11:00:00,5041521402,11:57:22
冷煤,瑞原,2023/8/1,13:00:00,5041521403,"13:13:47,13:14:37"
冷煤,瑞原,2023/8/1,14:00:00,5041521402,14:25:57
冷煤,瑞原,2023/8/1,14:00:00,5041521403,"14:28:34,14:44:47"
冷煤,瑞原,2023/8/1,15:00:00,5041521403,"15:03:26,15:23:09"
冷煤,瑞原,2023/8/1,18:00:00,5041521403,18:12:13
冷煤,瑞原,2023/8/2,08:00:00,5041521403,08:43:22
冷煤,瑞原,2023/8/2,09:00:00,5041521403,09:08:09
冷煤,瑞原,2023/8/2,11:00:00,5041521403,11:25:08
冷煤,瑞原,2023/8/2,13:00:00,5041521403,13:26:19
冷煤,瑞原,2023/8/2,15:00:00,5041521403,15:52:58
冷煤,瑞原,2023/8/2,17:00:00,5041521403,17:44:42
冷煤,瑞原,2023/8/3,09:00:00,5041521403,"09:08:33,09:08:37,09:08:39,09:33:32"
冷煤,瑞原,2023/8/3,15:00:00,5041521402,15:56:16
冷煤,瑞原,2023/8/3,15:00:00,5041521403,15:13:47
冷煤,瑞原,2023/8/3,17:00:00,5041521403,17:49:10
冷煤,瑞原,2023/8/3,18:00:00,5041521402,18:12:27
冷煤,瑞原,2023/8/7,13:00:00,5041521403,13:43:03
冷煤,瑞原,2023/8/7,14:00:00,5041521402,14:36:44
冷煤,瑞原,2023/8/7,16:00:00,5041521403,16:16:59
冷煤,瑞原,2023/8/19,09:00:00,5041521403,09:04:52
大門,瑞原,2023/8/19,11:00:00,5041521401,"11:31:37,11:35:15,11:39:47"
