項目,受補貼機構,日期,時間,鏡頭編號,異常時間點
大門,瑞原,2023/8/28,17:00:00,5041521401,17:27:52
冷煤,瑞原,2023/9/7,08:00:00,5041521402,08:40:04
冷煤,瑞原,2023/9/19,15:00:00,5041521403,15:44:48
冷煤,瑞原,2023/9/20,14:00:00,5041521403,14:05:15
冷煤,瑞原,2023/9/20,16:00:00,5041521403,16:03:56
冷煤,瑞原,2023/9/20,18:00:00,5041521403,18:24:14
冷煤,瑞原,2023/9/21,11:00:00,5041521403,11:53:21
大門,瑞原,2023/9/25,17:00:00,5041521401,17:01:33
大門,漢林,2023/5/2,18:00:00,5071900711,18:29:10
冷煤,漢林,2023/5/3,13:00:00,5071900714,13:46:22
冷煤,漢林,2023/5/4,10:00:00,5071900714,10:49:02
大門,漢林,2023/5/10,06:00:00,5071900711,06:19:23
冷煤,漢林,2023/5/10,09:00:00,5071900702,09:12:22
大門,漢林,2023/5/10,20:00:00,5071900711,"20:09:46,20:46:48"
大門,漢林,2023/5/16,06:00:00,5071900711,06:21:24
大門,漢林,2023/5/16,07:00:00,5071900711,07:18:55
大門,漢林,2023/5/31,06:00:00,5071900711,06:17:58
大門,漢林,2023/5/31,07:00:00,5071900711,07:25:41
大門,漢林,2023/5/31,17:00:00,5071900711,"17:47:28,17:56:19"
大門,漢林,2023/5/31,19:00:00,5071900711,19:16:48
大門,漢林,2023/6/6,06:00:00,5071900711,06:21:37
大門,漢林,2023/6/6,07:00:00,5071900711,07:17:42
大門,漢林,2023/6/6,18:00:00,5071900711,18:41:35
大門,漢林,2023/6/6,20:00:00,5071900711,20:29:14
大門,漢林,2023/6/6,21:00:00,5071900711,21:39:04
大門,漢林,2023/6/8,06:00:00,5071900711,06:15:39
冷煤,漢林,2023/6/10,10:00:00,5071900702,10:41:24
大門,漢林,2023/6/10,12:00:00,5071900711,12:52:25
大門,漢林,2023/6/10,18:00:00,5071900711,18:52:02
大門,漢林,2023/6/10,19:00:00,5071900711,19:59:01
大門,漢林,2023/6/12,06:00:00,5071900711,06:26:46
大門,漢林,2023/6/14,06:00:00,5071900711,06:22:54
大門,漢林,2023/6/16,06:00:00,5071900711,06:18:18
大門,漢林,2023/6/21,06:00:00,5071900711,06:18:28
大門,漢林,2023/6/21,07:00:00,5071900711,07:34:22
大門,漢林,2023/6/21,19:00:00,5071900711,19:08:44
大門,漢林,2023/6/22,06:00:00,5071900711,06:22:17
大門,漢林,2023/6/26,06:00:00,5071900711,06:18:09
大門,漢林,2023/6/26,19:00:00,5071900711,19:25:31
大門,漢林,2023/6/27,03:00:00,5071900711,03:41:15
大門,漢林,2023/6/27,06:00:00,5071900711,06:26:30
大門,漢林,2023/6/27,07:00:00,5071900711,07:10:17
大門,漢林,2023/6/27,20:00:00,5071900711,20:36:42
大門,漢林,2023/6/30,06:00:00,5071900711,06:18:19
大門,漢林,2023/6/30,17:00:00,5071900711,17:49:51
大門,漢林,2023/7/4,06:00:00,5071900711,06:19:11
大門,漢林,2023/7/5,06:00:00,5071900711,06:23:32
大門,漢林,2023/7/6,06:00:00,5071900711,06:25:41
大門,漢林,2023/7/10,06:00:00,5071900711,06:18:34
大門,漢林,2023/7/10,22:00:00,5071900711,22:49:21
大門,漢林,2023/7/14,06:00:00,5071900711,06:21:41
大門,漢林,2023/7/14,17:00:00,5071900711,17:51:37
大門,漢林,2023/7/18,06:00:00,5071900711,06:21:21
大門,漢林,2023/7/20,06:00:00,5071900711,06:18:43
大門,漢林,2023/7/20,07:00:00,5071900711,07:09:46
大門,漢林,2023/7/20,21:00:00,5071900711,21:25:22
大門,漢林,2023/7/22,07:00:00,5071900711,07:40:12
大門,漢林,2023/7/22,08:00:00,5071900711,"08:37:30,08:42:15"
冷煤,漢林,2023/7/22,11:00:00,5071900714,11:06:34
大門,漢林,2023/7/22,12:00:00,5071900711,12:34:55
大門,漢林,2023/7/26,06:00:00,5071900711,06:21:01
大門,漢林,2023/7/28,06:00:00,5071900711,06:28:24
大門,漢林,2023/8/1,06:00:00,5071900711,06:25:43
大門,漢林,2023/8/1,07:00:00,5071900711,07:44:37
大門,漢林,2023/8/1,18:00:00,5071900711,18:32:57
大門,漢林,2023/8/1,20:00:00,5071900711,20:03:56
大門,漢林,2023/8/2,06:00:00,5071900711,06:28:40
大門,漢林,2023/8/2,07:00:00,5071900711,07:08:07
大門,漢林,2023/8/2,18:00:00,5071900711,18:18:12
大門,漢林,2023/8/2,22:00:00,5071900711,22:19:36
大門,漢林,2023/8/3,06:00:00,5071900711,06:25:11
大門,漢林,2023/8/3,20:00:00,5071900711,20:34:12
大門,漢林,2023/8/7,06:00:00,5071900711,06:27:01
冷煤,漢林,2023/8/7,17:00:00,5071900714,17:52:04
大門,漢林,2023/8/11,06:00:00,5071900711,06:33:14
大門,漢林,2023/8/11,07:00:00,5071900711,07:07:24
大門,漢林,2023/8/11,21:00:00,5071900711,21:17:25
冷煤,漢林,2023/8/15,08:00:00,5071900714,08:56:25
大門,漢林,2023/8/15,23:00:00,5071900711,"23:23:09,23:24:23,23:25:56"
大門,漢林,2023/8/17,06:00:00,5071900711,06:39:30
大門,漢林,2023/8/17,20:00:00,5071900711,20:28:31
大門,漢林,2023/8/19,08:00:00,5071900711,08:27:57
大門,漢林,2023/8/19,15:00:00,5071900711,15:05:21
大門,漢林,2023/8/23,06:00:00,5071900711,06:33:07
冷煤,漢林,2023/8/23,13:00:00,5071900702,13:28:53
大門,漢林,2023/8/23,17:00:00,5071900711,17:08:51
大門,漢林,2023/8/23,20:00:00,5071900711,20:11:15
大門,漢林,2023/8/24,06:00:00,5071900711,06:29:17
冷煤,漢林,2023/8/24,10:00:00,5071900702,10:47:50
冷煤,漢林,2023/8/24,13:00:00,5071900702,13:00:30
大門,漢林,2023/8/24,17:00:00,5071900711,"17:07:49,17:29:13,17:48:27"
大門,漢林,2023/8/25,06:00:00,5071900711,06:28:29
大門,漢林,2023/8/25,07:00:00,5071900711,07:25:10
大門,漢林,2023/8/28,06:00:00,5071900711,06:32:31
冷煤,漢林,2023/8/28,09:00:00,5071900702,09:58:13
冷煤,漢林,2023/8/28,10:00:00,5071900702,10:52:42
大門,漢林,2023/8/29,06:00:00,5071900711,06:31:10
冷煤,漢林,2023/9/7,17:00:00,5071900702,17:00:29
大門,漢林,2023/9/7,17:00:00,5071900711,17:00:25
大門,漢林,2023/9/7,21:00:00,5071900711,21:47:14
大門,漢林,2023/9/8,07:00:00,5071900711,07:20:16
大門,漢林,2023/9/11,21:00:00,5071900711,21:54:43
冷煤,漢林,2023/9/12,14:00:00,5071900714,14:54:17
大門,漢林,2023/9/12,20:00:00,5071900711,20:22:04
大門,漢林,2023/9/19,17:00:00,5071900711,17:12:28
大門,漢林,2023/9/19,19:00:00,5071900711,19:29:33
大門,漢林,2023/9/19,20:00:00,5071900711,20:02:03
大門,漢林,2023/9/20,19:00:00,5071900711,19:19:02
大門,漢林,2023/9/21,06:00:00,5071900711,06:51:47
大門,漢林,2023/9/21,07:00:00,5071900711,07:00:25
大門,漢林,2023/9/21,17:00:00,5071900711,17:40:00
大門,漢林,2023/9/21,18:00:00,5071900711,18:47:21
大門,漢林,2023/9/25,17:00:00,5071900711,17:22:51
大門,漢林,2023/9/27,17:00:00,5071900711,17:27:35
大門,漢林,2023/9/29,07:00:00,5071900711,07:36:56
大門,漢林,2023/9/29,17:00:00,5071900711,17:20:52
大門,漢林機械區,2023/5/2,19:00:00,5005379321,"19:07:16,19:12:10,19:55:02"
大門,漢林機械區,2023/5/2,20:00:00,5005379321,"20:12:08,20:30:48"
大門,漢林機械區,2023/5/2,21:00:00,5005379321,"21:22:18,21:34:51,21:41:26,21:49:39"
大門,漢林機械區,2023/5/2,22:00:00,5005379321,"22:26:51,22:30:10,22:53:28"
大門,漢林機械區,2023/5/3,00:00:00,5005379321,"00:19:13,00:24:28,00:46:07"
大門,漢林機械區,2023/5/3,01:00:00,5005379321,"01:01:29,01:40:38"
大門,漢林機械區,2023/5/3,02:00:00,5005379321,"02:24:06,02:38:56"
大門,漢林機械區,2023/5/3,03:00:00,5005379321,"03:01:44,03:21:13,03:38:46,03:53:15"
大門,漢林機械區,2023/5/3,05:00:00,5005379321,"05:17:39,05:17:52,05:21:26"
大門,漢林機械區,2023/5/3,06:00:00,5005379321,"06:31:17,06:41:26"
大門,漢林機械區,2023/5/27,00:00:00,5005379321,"00:26:37,00:56:30"
大門,漢林機械區,2023/5/27,01:00:00,5005379321,01:30:31
大門,漢林機械區,2023/5/27,02:00:00,5005379321,02:51:16
大門,漢林機械區,2023/5/27,03:00:00,5005379321,"03:00:46,03:19:08"
大門,漢林機械區,2023/5/27,05:00:00,5005379321,"05:08:23,05:14:50,05:45:42"
大門,漢林機械區,2023/5/27,07:00:00,5005379321,"07:16:09,07:37:41,07:41:45"
大門,漢林機械區,2023/5/27,08:00:00,5005379321,08:41:17
大門,漢林機械區,2023/5/27,14:00:00,5005379321,14:00:00
大門,漢林機械區,2023/5/27,19:00:00,5005379321,"19:11:12,19:23:04,19:29:03"
大門,漢林機械區,2023/5/27,20:00:00,5005379321,"20:18:16,20:47:51,20:52:47"
大門,漢林機械區,2023/5/27,22:00:00,5005379321,22:41:23
大門,漢林機械區,2023/5/31,00:00:00,5005379321,00:32:34
大門,漢林機械區,2023/5/31,01:00:00,5005379321,"01:24:02,01:27:07,01:36:28"
大門,漢林機械區,2023/5/31,03:00:00,5005379321,"03:24:32,03:39:00,03:46:19"
大門,漢林機械區,2023/5/31,05:00:00,5005379321,05:18:25
大門,漢林機械區,2023/5/31,06:00:00,5005379321,06:04:48
大門,漢林機械區,2023/5/31,07:00:00,5005379321,07:09:41
大門,漢林機械區,2023/5/31,19:00:00,5005379321,"19:11:22,19:49:36"
大門,漢林機械區,2023/5/31,21:00:00,5005379321,21:33:20
大門,漢林機械區,2023/6/6,03:00:00,5005379321,03:50:31
大門,漢林機械區,2023/6/6,19:00:00,5005379321,19:48:49
大門,漢林機械區,2023/6/8,00:00:00,5005379321,"00:09:46,00:19:20,00:50:38,00:55:11"
大門,漢林機械區,2023/6/8,01:00:00,5005379321,"01:04:42,01:08:26,01:44:53"
大門,漢林機械區,2023/6/8,02:00:00,5005379321,"02:26:12,02:50:37"
大門,漢林機械區,2023/6/8,03:00:00,5005379321,"03:19:00,03:29:50,03:38:08,03:42:54"
大門,漢林機械區,2023/6/8,05:00:00,5005379321,"05:11:37,05:38:11,05:46:53,05:47:28"
大門,漢林機械區,2023/6/8,06:00:00,5005379321,"06:08:45,06:31:33"
大門,漢林機械區,2023/6/8,07:00:00,5005379321,"07:18:15,07:28:08"
大門,漢林機械區,2023/6/8,17:00:00,5005379321,17:59:53
大門,漢林機械區,2023/6/8,18:00:00,5005379321,18:40:55
大門,漢林機械區,2023/6/8,19:00:00,5005379321,"19:10:49,19:23:02,19:58:55"
大門,漢林機械區,2023/6/8,20:00:00,5005379321,"20:06:38,20:23:53,20:48:23"
大門,漢林機械區,2023/6/8,21:00:00,5005379321,"21:27:28,21:39:40,21:47:04,21:48:54"
大門,漢林機械區,2023/6/8,22:00:00,5005379321,"22:05:22,22:19:23,22:24:59,22:36:25,22:43:19,22:48:57"
大門,漢林機械區,2023/6/10,00:00:00,5005379321,"00:03:56,00:05:55,00:15:59,00:42:33,00:49:08,00:56:38,00:58:10"
大門,漢林機械區,2023/6/10,01:00:00,5005379321,"01:27:14,01:29:37"
大門,漢林機械區,2023/6/10,02:00:00,5005379321,"02:35:05,02:40:08,02:49:07"
大門,漢林機械區,2023/6/10,03:00:00,5005379321,"03:03:15,03:15:48,03:25:07,03:31:51,03:36:21"
大門,漢林機械區,2023/6/10,05:00:00,5005379321,"05:08:15,05:39:08,05:45:34,05:50:08,05:51:26"
大門,漢林機械區,2023/6/10,06:00:00,5005379321,06:01:49
大門,漢林機械區,2023/6/10,08:00:00,5005379321,"08:05:00,08:05:21"
大門,漢林機械區,2023/6/10,10:00:00,5005379321,10:13:15
大門,漢林機械區,2023/6/10,19:00:00,5005379321,"19:25:36,19:42:11,19:51:06"
大門,漢林機械區,2023/6/10,20:00:00,5005379321,"20:12:09,20:14:05,20:15:30,20:31:36,20:35:24,20:48:53"
大門,漢林機械區,2023/6/10,21:00:00,5005379321,21:44:26
大門,漢林機械區,2023/6/10,22:00:00,5005379321,"22:12:58,22:28:54,22:39:54,22:51:05"
大門,漢林機械區,2023/6/12,21:00:00,5005379321,"21:29:14,21:35:35"
大門,漢林機械區,2023/6/14,00:00:00,5005379321,"00:08:53,00:19:42,00:38:52,00:53:44,00:56:37"
大門,漢林機械區,2023/6/14,01:00:00,5005379321,"01:12:49,01:23:18"
大門,漢林機械區,2023/6/14,02:00:00,5005379321,"02:35:57,02:54:31,02:59:41"
大門,漢林機械區,2023/6/14,03:00:00,5005379321,"03:07:53,03:33:48"
大門,漢林機械區,2023/6/14,05:00:00,5005379321,"05:16:19,05:34:35,05:49:40,05:52:10,05:56:11"
大門,漢林機械區,2023/6/14,06:00:00,5005379321,06:26:52
大門,漢林機械區,2023/6/14,07:00:00,5005379321,"07:04:00,07:18:11"
大門,漢林機械區,2023/6/14,18:00:00,5005379321,18:12:37
大門,漢林機械區,2023/6/14,19:00:00,5005379321,"19:05:59,19:12:07,19:16:26,19:31:58,19:32:26,19:46:00,19:52:50"
大門,漢林機械區,2023/6/14,20:00:00,5005379321,"20:04:09,20:21:16,20:32:23,20:32:48,20:41:15,20:44:33,20:47:36"
大門,漢林機械區,2023/6/14,21:00:00,5005379321,"21:20:28,21:23:41,21:30:15,21:32:31,21:33:12"
大門,漢林機械區,2023/6/14,22:00:00,5005379321,"22:00:40,22:04:59,22:12:05,22:23:16,22:38:25"
大門,漢林機械區,2023/6/21,00:00:00,5005379321,"00:10:24,00:16:05,00:43:24,00:52:15,00:53:22,00:58:44"
大門,漢林機械區,2023/6/21,01:00:00,5005379321,"01:34:38,01:42:00,01:52:20"
大門,漢林機械區,2023/6/21,03:00:00,5005379321,"03:08:38,03:12:31,03:13:38,03:16:17,03:43:49"
大門,漢林機械區,2023/6/21,05:00:00,5005379321,"05:11:18,05:12:44,05:25:08,05:51:46"
大門,漢林機械區,2023/6/21,19:00:00,5005379321,"19:02:23,19:03:33,19:07:55,19:12:33,19:13:18,19:19:46,19:23:15,19:26:39,19:28:20,19:39:22,19:40:39,19:44:01,19:55:16,19:57:03"
大門,漢林機械區,2023/6/21,20:00:00,5005379321,20:50:03
大門,漢林機械區,2023/6/21,21:00:00,5005379321,"21:30:00,21:33:48,21:56:44"
大門,漢林機械區,2023/6/22,00:00:00,5005379321,"00:07:50,00:25:57,00:34:02,00:54:11"
大門,漢林機械區,2023/6/22,01:00:00,5005379321,"01:02:44,01:09:20,01:11:54,01:22:16,01:23:22,01:25:55,01:26:45,01:35:54"
大門,漢林機械區,2023/6/22,02:00:00,5005379321,"02:33:39,02:35:14,02:41:14,02:47:32,02:50:04,02:52:39,02:54:22,02:55:55,02:58:24"
大門,漢林機械區,2023/6/22,03:00:00,5005379321,"03:01:59,03:15:25,03:27:17,03:45:41"
大門,漢林機械區,2023/6/22,05:00:00,5005379321,"05:03:51,05:13:44,05:25:17,05:30:18,05:32:07,05:43:08,05:53:15,05:59:33"
大門,漢林機械區,2023/6/22,06:00:00,5005379321,06:32:04
大門,漢林機械區,2023/6/22,19:00:00,5005379321,"19:04:38,19:20:54,19:29:05,19:33:19,19:43:15,19:58:35"
大門,漢林機械區,2023/6/22,21:00:00,5005379321,"21:20:43,21:27:15,21:39:09,21:58:02"
大門,漢林機械區,2023/6/26,19:00:00,5005379321,"19:01:11,19:03:46,19:04:54"
大門,漢林機械區,2023/6/26,20:00:00,5005379321,"20:36:21,20:37:20,20:46:46,20:52:00"
大門,漢林機械區,2023/6/26,21:00:00,5005379321,"21:19:19,21:29:17,21:34:44,21:40:19"
大門,漢林機械區,2023/6/26,22:00:00,5005379321,"22:19:55,22:38:30"
大門,漢林機械區,2023/6/27,00:00:00,5005379321,"00:18:58,00:46:22"
大門,漢林機械區,2023/6/27,01:00:00,5005379321,"01:23:57,01:43:32"
大門,漢林機械區,2023/6/27,02:00:00,5005379321,"02:25:47,02:29:22,02:37:45,02:38:28"
大門,漢林機械區,2023/6/27,03:00:00,5005379321,"03:04:13,03:34:49,03:38:57,03:46:56"
大門,漢林機械區,2023/6/27,05:00:00,5005379321,"05:36:42,05:42:52,05:52:03"
大門,漢林機械區,2023/6/27,06:00:00,5005379321,"06:07:11,06:34:38"
大門,漢林機械區,2023/6/27,07:00:00,5005379321,07:50:31
大門,漢林機械區,2023/6/27,17:00:00,5005379321,17:45:02
大門,漢林機械區,2023/6/27,20:00:00,5005379321,"20:16:00,20:23:18,20:33:24"
大門,漢林機械區,2023/6/27,21:00:00,5005379321,"21:31:18,21:37:51,21:41:47,21:55:41"
大門,漢林機械區,2023/6/27,22:00:00,5005379321,"22:15:05,22:19:06,22:19:21,22:47:29"
大門,漢林機械區,2023/6/30,21:00:00,5005379321,21:49:34
大門,漢林機械區,2023/7/14,03:00:00,5005379321,03:30:25
大門,漢林機械區,2023/7/14,05:00:00,5005379321,05:08:13
大門,漢林機械區,2023/7/14,06:00:00,5005379321,06:37:25
大門,漢林機械區,2023/7/14,20:00:00,5005379321,"20:06:32,20:26:01"
大門,漢林機械區,2023/7/14,21:00:00,5005379321,21:31:48
大門,漢林機械區,2023/7/14,22:00:00,5005379321,22:10:34
大門,漢林機械區,2023/7/18,19:00:00,5005379321,19:46:05
大門,漢林機械區,2023/7/18,20:00:00,5005379321,20:33:43
大門,漢林機械區,2023/7/18,21:00:00,5005379321,21:33:50
大門,漢林機械區,2023/7/18,22:00:00,5005379321,22:14:00
大門,綠建,2023/5/2,17:00:00,5071921001,17:16:37
冷煤,綠建,2023/5/3,09:00:00,5071921002,09:45:47
冷煤,綠建,2023/5/4,10:00:00,5071921002,"10:27:24,10:49:23,10:58:09"
冷煤,綠建,2023/5/4,15:00:00,5071921002,"15:14:14,15:15:17,15:16:20,15:21:42"
冷煤,綠建,2023/5/4,18:00:00,5071921002,18:36:42
冷煤,綠建,2023/5/4,19:00:00,5071921002,19:03:30
冷煤,綠建,2023/5/4,20:00:00,5071921002,20:48:58
冷煤,綠建,2023/5/8,09:00:00,5071921002,09:28:07
冷煤,綠建,2023/5/8,14:00:00,5071921002,"14:52:57,14:53:03"
大門,綠建,2023/5/8,17:00:00,5071921001,17:40:34
大門,綠建,2023/5/18,20:00:00,5071921001,20:01:33
冷煤,綠建,2023/5/26,09:00:00,5071921002,09:17:31
冷煤,綠建,2023/5/26,14:00:00,5071921002,14:09:48
大門,綠建,2023/5/27,08:00:00,5071921001,"08:24:43,08:58:08"
大門,綠建,2023/5/27,09:00:00,5071921001,09:29:54
冷煤,綠建,2023/5/27,16:00:00,5071921002,16:31:01
大門,綠建,2023/5/27,18:00:00,5071921001,18:08:14
冷煤,綠建,2023/5/30,09:00:00,5071921002,09:03:11
大門,綠建,2023/5/31,17:00:00,5071921001,17:10:02
冷煤,綠建,2023/6/6,08:00:00,5071921003,"08:26:01,08:37:24"
冷煤,綠建,2023/6/6,10:00:00,5071921003,"10:30:22,10:46:59"
冷煤,綠建,2023/6/6,15:00:00,5071921003,15:35:37
冷煤,綠建,2023/6/6,17:00:00,5071921003,"17:32:27,17:33:37"
大門,綠建,2023/6/6,17:00:00,5071921001,17:14:19
冷煤,綠建,2023/6/6,19:00:00,5071921003,19:23:13
冷煤,綠建,2023/6/6,20:00:00,5071921003,20:38:47
大門,綠建,2023/6/6,20:00:00,5071921001,20:05:31
冷煤,綠建,2023/6/8,16:00:00,5071921003,16:48:48
冷煤,綠建,2023/6/10,10:00:00,5071921003,10:41:05
大門,綠建,2023/6/10,10:00:00,5071921001,10:53:31
冷煤,綠建,2023/6/10,16:00:00,5071921003,"16:06:17,16:10:21"
大門,綠建,2023/6/12,06:00:00,5071921001,06:42:41
冷煤,綠建,2023/6/12,10:00:00,5071921003,10:51:46
冷煤,綠建,2023/6/12,11:00:00,5071921002,11:12:32
冷煤,綠建,2023/6/12,12:00:00,5071921003,"12:18:41,12:33:35"
冷煤,綠建,2023/6/12,14:00:00,5071921003,14:33:57
冷煤,綠建,2023/6/12,15:00:00,5071921003,15:19:22
冷煤,綠建,2023/6/12,17:00:00,5071921003,17:17:24
大門,綠建,2023/6/12,17:00:00,5071921001,17:19:26
大門,綠建,2023/6/12,18:00:00,5071921001,18:30:25
大門,綠建,2023/6/12,19:00:00,5071921001,19:02:31
冷煤,綠建,2023/6/14,09:00:00,5071921002,09:34:14
冷煤,綠建,2023/6/14,11:00:00,5071921003,"11:30:58,11:56:07"
大門,綠建,2023/6/14,17:00:00,5071921001,17:36:04
大門,綠建,2023/6/14,18:00:00,5071921001,"18:19:19,18:33:54"
大門,綠建,2023/6/14,19:00:00,5071921001,19:21:59
大門,綠建,2023/6/14,20:00:00,5071921001,20:20:45
大門,綠建,2023/6/16,17:00:00,5071921001,"17:12:36,17:31:07,17:55:10"
大門,綠建,2023/6/16,18:00:00,5071921001,18:33:35
大門,綠建,2023/6/16,19:00:00,5071921001,"19:19:20,19:56:40"
冷煤,綠建,2023/6/16,20:00:00,5071921003,20:37:14
大門,綠建,2023/6/21,07:00:00,5071921001,07:30:15
冷煤,綠建,2023/6/21,14:00:00,5071921003,14:02:10
大門,綠建,2023/6/25,10:00:00,5071921001,"10:38:09,10:38:22"
大門,綠建,2023/6/26,17:00:00,5071921001,"17:00:00,17:01:44,17:04:45"
大門,綠建,2023/6/26,18:00:00,5071921001,18:15:48
冷煤,綠建,2023/6/27,16:00:00,5071921002,16:18:43
冷煤,綠建,2023/6/27,19:00:00,5071921002,"19:12:34,19:12:36"
冷煤,綠建,2023/6/27,19:00:00,5071921003,19:16:45
