項目,受補貼機構,日期,時間,鏡頭編號,異常時間點
大門,綠建,2023/6/27,20:00:00,5071921001,20:08:36
大門,綠建,2023/6/30,07:00:00,5071921001,07:56:28
大門,綠建,2023/6/30,17:00:00,5071921001,"17:00:00,17:52:26"
大門,綠建,2023/6/30,18:00:00,5071921001,18:05:09
冷煤,綠建,2023/7/4,17:00:00,5071921002,17:18:17
冷煤,綠建,2023/7/4,20:00:00,5071921003,20:12:19
冷煤,綠建,2023/7/5,09:00:00,5071921002,09:45:38
冷煤,綠建,2023/7/5,11:00:00,5071921002,11:08:46
冷煤,綠建,2023/7/5,11:00:00,5071921003,11:18:09
冷煤,綠建,2023/7/5,16:00:00,5071921003,16:22:37
大門,綠建,2023/7/5,19:00:00,5071921001,19:31:00
大門,綠建,2023/7/5,21:00:00,5071921001,21:21:23
大門,綠建,2023/7/6,19:00:00,5071921001,"19:24:16,19:50:56"
大門,綠建,2023/7/6,20:00:00,5071921001,20:25:13
冷煤,綠建,2023/7/14,14:00:00,5071921002,14:51:03
大門,綠建,2023/7/16,15:00:00,5071921001,15:31:38
大門,綠建,2023/7/18,17:00:00,5071921001,17:56:58
冷煤,綠建,2023/7/20,09:00:00,5071921003,09:33:48
大門,綠建,2023/7/22,11:00:00,5071921001,11:18:35
冷煤,綠建,2023/7/22,14:00:00,5071921002,14:35:26
冷煤,綠建,2023/7/24,14:00:00,5071921002,14:38:21
大門,綠建,2023/7/24,17:00:00,5071921001,"17:08:01,17:10:28,17:30:27"
大門,綠建,2023/7/24,18:00:00,5071921001,18:32:28
冷煤,綠建,2023/7/26,13:00:00,5071921003,13:20:05
冷煤,綠建,2023/7/26,14:00:00,5071921003,14:07:03
大門,綠建,2023/7/26,17:00:00,5071921001,17:22:57
冷煤,綠建,2023/7/26,20:00:00,5071921002,20:46:18
大門,綠建,2023/8/1,17:00:00,5071921001,17:36:44
冷煤,綠建,2023/8/2,09:00:00,5071921002,09:40:25
冷煤,綠建,2023/8/2,10:00:00,5071921003,"10:32:28,10:41:19"
冷煤,綠建,2023/8/2,13:00:00,5071921003,"13:09:04,13:15:49"
大門,綠建,2023/8/2,17:00:00,5071921001,17:07:38
冷煤,綠建,2023/8/2,19:00:00,5071921003,19:40:53
冷煤,綠建,2023/8/7,09:00:00,5071921003,09:20:44
冷煤,綠建,2023/8/11,08:00:00,5071921003,08:59:20
冷煤,綠建,2023/8/11,09:00:00,5071921003,09:51:02
冷煤,綠建,2023/8/11,17:00:00,5071921003,17:38:13
冷煤,綠建,2023/8/11,20:00:00,5071921003,"20:30:16,20:40:35,20:50:37,20:54:40"
冷煤,綠建,2023/8/13,09:00:00,5071921003,"09:07:36,09:07:40"
大門,綠建,2023/8/13,20:00:00,5071921001,20:01:09
冷煤,綠建,2023/8/15,08:00:00,5071921003,08:56:37
冷煤,綠建,2023/8/15,09:00:00,5071921003,"09:24:27,09:44:48"
冷煤,綠建,2023/8/15,11:00:00,5071921003,11:20:14
大門,綠建,2023/8/15,17:00:00,5071921001,17:50:00
冷煤,綠建,2023/8/15,18:00:00,5071921003,"18:49:04,18:58:00"
冷煤,綠建,2023/8/15,19:00:00,5071921003,19:21:58
冷煤,綠建,2023/8/17,10:00:00,5071921003,10:53:07
冷煤,綠建,2023/8/17,12:00:00,5071921003,"12:33:06,12:35:45"
大門,綠建,2023/8/19,13:00:00,5071921001,13:45:41
大門,綠建,2023/8/19,14:00:00,5071921001,14:17:12
冷煤,綠建,2023/8/19,16:00:00,5071921003,16:28:01
大門,綠建,2023/8/23,17:00:00,5071921001,"17:02:57,17:28:43"
冷煤,綠建,2023/8/24,09:00:00,5071921003,"09:05:53,09:35:30"
大門,綠建,2023/8/24,19:00:00,5071921001,19:53:27
冷煤,綠建,2023/8/25,13:00:00,5071921002,13:22:16
大門,綠建,2023/8/29,07:00:00,5071921001,07:16:19
大門,綠建,2023/8/29,17:00:00,5071921001,17:50:27
冷煤,綠建,2023/9/7,12:00:00,5071921003,12:18:37
冷煤,綠建,2023/9/7,13:00:00,5071921003,13:20:41
冷煤,綠建,2023/9/7,13:00:00,5071921002,"13:38:23,13:42:27,13:53:33"
大門,綠建,2023/9/7,18:00:00,5071921001,18:49:26
冷煤,綠建,2023/9/8,08:00:00,5071921003,08:37:15
大門,綠建,2023/9/8,17:00:00,5071921001,17:08:01
大門,綠建,2023/9/9,08:00:00,5071921001,08:37:15
冷煤,綠建,2023/9/9,13:00:00,5071921003,"13:10:45,13:10:47,13:11:12,13:29:21"
大門,綠建,2023/9/9,20:00:00,5071921001,20:58:33
冷煤,綠建,2023/9/11,14:00:00,5071921003,14:33:00
冷煤,綠建,2023/9/11,16:00:00,5071921003,16:46:58
冷煤,綠建,2023/9/11,17:00:00,5071921003,17:43:00
大門,綠建,2023/9/11,17:00:00,5071921001,17:32:36
冷煤,綠建,2023/9/11,20:00:00,5071921003,20:44:13
冷煤,綠建,2023/9/12,10:00:00,5071921003,10:18:30
冷煤,綠建,2023/9/12,11:00:00,5071921003,11:11:52
冷煤,綠建,2023/9/12,13:00:00,5071921003,13:29:40
冷煤,綠建,2023/9/12,16:00:00,5071921003,16:01:15
冷煤,綠建,2023/9/12,18:00:00,5071921003,18:37:10
大門,綠建,2023/9/17,17:00:00,5071921001,17:09:25
冷煤,綠建,2023/9/19,11:00:00,5071921002,11:36:41
冷煤,綠建,2023/9/19,13:00:00,5071921002,13:35:10
冷煤,綠建,2023/9/19,15:00:00,5071921003,"15:35:55,15:49:02"
大門,綠建,2023/9/19,18:00:00,5071921001,"18:36:03,18:39:31"
冷煤,綠建,2023/9/19,19:00:00,5071921003,19:42:55
冷煤,綠建,2023/9/20,09:00:00,5071921003,09:10:50
冷煤,綠建,2023/9/20,11:00:00,5071921003,11:05:31
冷煤,綠建,2023/9/20,14:00:00,5071921002,14:40:35
冷煤,綠建,2023/9/20,19:00:00,5071921003,19:00:21
冷煤,綠建,2023/9/21,13:00:00,5071921003,"13:47:32,13:47:39"
大門,綠建,2023/9/21,17:00:00,5071921001,17:25:48
大門,綠建,2023/9/25,18:00:00,5071921001,18:33:30
大門,綠建,2023/9/25,19:00:00,5071921001,19:23:05
大門,綠建,2023/9/29,17:00:00,5071921001,17:31:35
大門,綠電二廠,2023/5/2,17:00:00,5005040001,17:20:37
大門,綠電二廠,2023/5/3,17:00:00,5005040001,"17:09:12,17:20:51"
大門,綠電二廠,2023/5/8,17:00:00,5005040001,"17:12:13,17:31:51"
大門,綠電二廠,2023/8/3,07:00:00,5005040001,07:54:19
大門,綠電二廠,2023/8/11,07:00:00,5005040001,07:16:21
大門,綠電二廠,2023/8/19,08:00:00,5005040001,08:42:18
大門,綠電二廠,2023/8/19,09:00:00,5005040001,09:57:14
大門,綠電二廠,2023/9/21,07:00:00,5005040001,07:56:30
冷煤,綠電楊梅廠,2023/5/4,09:00:00,5004517211,09:34:01
冷煤,綠電楊梅廠,2023/5/12,08:00:00,5004517211,08:43:11
冷煤,綠電楊梅廠,2023/5/18,11:00:00,5004517211,11:32:03
冷煤,綠電楊梅廠,2023/5/18,15:00:00,5004517211,15:41:13
大門,綠電楊梅廠,2023/5/27,11:00:00,5004517201,11:14:58
大門,綠電楊梅廠,2023/5/27,13:00:00,5004517201,13:13:36
冷煤,綠電楊梅廠,2023/5/27,14:00:00,5004517211,14:09:01
大門,綠電楊梅廠,2023/5/27,16:00:00,5004517201,16:45:39
大門,綠電楊梅廠,2023/5/30,17:00:00,5004517201,17:26:18
冷煤,綠電楊梅廠,2023/6/8,19:00:00,5004517211,19:22:25
冷煤,綠電楊梅廠,2023/6/10,11:00:00,5004517211,11:10:59
大門,綠電楊梅廠,2023/6/21,18:00:00,5004517201,"18:11:59,18:16:25"
大門,綠電楊梅廠,2023/6/30,18:00:00,5004517201,18:08:40
冷煤,綠電楊梅廠,2023/7/4,09:00:00,5004517214,09:32:00
冷煤,綠電楊梅廠,2023/7/5,10:00:00,5004517211,10:33:04
大門,綠電楊梅廠,2023/7/6,07:00:00,5004517201,07:39:00
冷煤,綠電楊梅廠,2023/7/6,10:00:00,5004517211,10:42:19
冷煤,綠電楊梅廠,2023/7/6,15:00:00,5004517211,15:36:07
冷煤,綠電楊梅廠,2023/7/14,11:00:00,5004517211,"11:11:02,11:13:37"
冷煤,綠電楊梅廠,2023/7/14,16:00:00,5004517211,16:02:24
冷煤,綠電楊梅廠,2023/7/14,18:00:00,5004517211,18:07:34
冷煤,綠電楊梅廠,2023/7/14,18:00:00,5004517214,18:19:16
大門,綠電楊梅廠,2023/7/18,04:00:00,5004517201,04:48:15
冷煤,綠電楊梅廠,2023/7/18,08:00:00,5004517214,08:22:55
大門,綠電楊梅廠,2023/7/18,17:00:00,5004517201,17:58:51
大門,綠電楊梅廠,2023/7/18,18:00:00,5004517201,18:18:01
冷煤,綠電楊梅廠,2023/7/20,19:00:00,5004517211,19:09:53
大門,綠電楊梅廠,2023/7/22,08:00:00,5004517201,08:42:20
大門,綠電楊梅廠,2023/7/22,11:00:00,5004517201,11:17:55
冷煤,綠電楊梅廠,2023/8/1,13:00:00,5004517211,13:23:16
冷煤,綠電楊梅廠,2023/8/1,16:00:00,5004517211,16:06:16
冷煤,綠電楊梅廠,2023/8/1,19:00:00,5004517211,19:21:19
冷煤,綠電楊梅廠,2023/8/2,17:00:00,5004517211,17:59:39
大門,綠電楊梅廠,2023/8/3,07:00:00,5004517201,07:41:39
冷煤,綠電楊梅廠,2023/8/7,09:00:00,5004517211,09:34:25
冷煤,綠電楊梅廠,2023/8/7,13:00:00,5004517211,13:09:36
冷煤,綠電楊梅廠,2023/8/7,15:00:00,5004517211,"15:09:53,15:31:56,15:32:09"
冷煤,綠電楊梅廠,2023/8/15,13:00:00,5004517211,"13:20:28,13:41:47"
大門,綠電楊梅廠,2023/8/17,07:00:00,5004517201,07:44:15
冷煤,綠電楊梅廠,2023/8/17,16:00:00,5004517214,16:50:41
冷煤,綠電楊梅廠,2023/8/19,08:00:00,5004517211,08:16:34
冷煤,綠電楊梅廠,2023/8/23,16:00:00,5004517211,"16:27:23,16:56:50"
大門,綠電楊梅廠,2023/8/24,05:00:00,5004517201,05:33:08
大門,綠電楊梅廠,2023/8/24,07:00:00,5004517201,07:36:03
冷煤,綠電楊梅廠,2023/8/25,10:00:00,5004517211,10:49:27
冷煤,綠電楊梅廠,2023/8/28,13:00:00,5004517211,13:05:15
冷煤,綠電楊梅廠,2023/8/30,08:00:00,5004517211,"08:27:05,08:33:04,08:34:56"
大門,綠電楊梅廠,2023/9/7,07:00:00,5004517201,07:33:24
冷煤,綠電楊梅廠,2023/9/7,08:00:00,5004517211,08:39:08
冷煤,綠電楊梅廠,2023/9/7,15:00:00,5004517211,15:23:06
冷煤,綠電楊梅廠,2023/9/7,18:00:00,5004517214,18:50:48
冷煤,綠電楊梅廠,2023/9/8,08:00:00,5004517214,08:51:21
冷煤,綠電楊梅廠,2023/9/8,08:00:00,5004517211,08:36:23
冷煤,綠電楊梅廠,2023/9/8,09:00:00,5004517214,"09:21:05,09:34:37"
冷煤,綠電楊梅廠,2023/9/8,10:00:00,5004517214,10:20:45
冷煤,綠電楊梅廠,2023/9/8,11:00:00,5004517214,11:44:52
大門,綠電楊梅廠,2023/9/9,09:00:00,5004517201,09:58:30
大門,綠電楊梅廠,2023/9/9,11:00:00,5004517201,11:32:13
大門,綠電楊梅廠,2023/9/9,15:00:00,5004517201,"15:13:02,15:13:46"
冷煤,綠電楊梅廠,2023/9/11,10:00:00,5004517211,10:34:56
冷煤,綠電楊梅廠,2023/9/11,16:00:00,5004517211,16:58:02
冷煤,綠電楊梅廠,2023/9/12,08:00:00,5004517214,08:18:42
冷煤,綠電楊梅廠,2023/9/19,09:00:00,5004517214,09:02:35
大門,綠電楊梅廠,2023/9/21,07:00:00,5004517201,07:46:22
大門,綠電楊梅廠,2023/9/27,05:00:00,5004517201,05:09:54
冷煤,綠環境,2023/5/3,08:00:00,5005056005,08:33:30
冷煤,綠環境,2023/5/3,08:00:00,5005056017,"08:14:24,08:38:42,08:39:08,08:53:17"
冷煤,綠環境,2023/5/3,09:00:00,5005056017,"09:08:07,09:12:07,09:17:54,09:40:42"
冷煤,綠環境,2023/5/3,11:00:00,5005056005,"11:08:52,11:14:44,11:55:35"
冷煤,綠環境,2023/5/3,16:00:00,5005056017,16:11:08
冷煤,綠環境,2023/5/4,09:00:00,5005056005,09:08:04
冷煤,綠環境,2023/5/8,14:00:00,5005056005,"14:18:51,14:46:15"
冷煤,綠環境,2023/5/12,13:00:00,5005056005,13:39:38
冷煤,綠環境,2023/5/16,13:00:00,5005056005,13:31:30
冷煤,綠環境,2023/5/18,08:00:00,5005056017,08:11:40
大門,綠環境,2023/5/18,18:00:00,5005056021,18:33:47
大門,綠環境,2023/5/18,19:00:00,5005056021,19:00:50
大門,綠環境,2023/5/18,20:00:00,5005056021,20:41:36
大門,綠環境,2023/5/21,10:00:00,5005056021,10:59:35
大門,綠環境,2023/5/21,14:00:00,5005056021,14:25:25
大門,綠環境,2023/5/27,08:00:00,5005056021,08:07:07
冷煤,綠環境,2023/5/27,09:00:00,5005056017,09:52:07
冷煤,綠環境,2023/5/27,10:00:00,5005056017,10:19:19
冷煤,綠環境,2023/5/27,11:00:00,5005056017,11:49:28
大門,綠環境,2023/5/27,11:00:00,5005056021,"11:12:32,11:13:49,11:15:50"
大門,綠環境,2023/5/27,14:00:00,5005056021,14:52:24
大門,綠環境,2023/5/27,15:00:00,5005056021,15:26:11
大門,綠環境,2023/5/29,17:00:00,5005056021,"17:25:35,17:31:43,17:41:12,17:49:13,17:54:33"
大門,綠環境,2023/5/29,18:00:00,5005056021,"18:00:13,18:17:22"
冷煤,綠環境,2023/6/6,08:00:00,5005056017,08:30:32
冷煤,綠環境,2023/6/6,17:00:00,5005056005,17:48:17
冷煤,綠環境,2023/6/8,11:00:00,5005056005,11:48:15
冷煤,綠環境,2023/6/8,11:00:00,5005056017,11:48:23
大門,綠環境,2023/6/10,13:00:00,5005056021,13:48:51
冷煤,綠環境,2023/6/10,16:00:00,5005056005,16:21:18
冷煤,綠環境,2023/6/12,11:00:00,5005056005,11:30:13
大門,綠環境,2023/6/12,17:00:00,5005056021,"17:03:25,17:05:46,17:13:11,17:34:27"
大門,綠環境,2023/6/12,18:00:00,5005056021,18:49:53
冷煤,綠環境,2023/6/16,19:00:00,5005056005,"19:09:26,19:09:34,19:09:45"
冷煤,綠環境,2023/6/21,08:00:00,5005056005,08:39:09
冷煤,綠環境,2023/6/21,11:00:00,5005056005,11:18:56
冷煤,綠環境,2023/6/22,14:00:00,5005056005,14:13:04
冷煤,綠環境,2023/6/26,08:00:00,5005056005,08:27:41
大門,綠環境,2023/6/26,17:00:00,5005056021,17:00:57
冷煤,綠環境,2023/6/27,14:00:00,5005056005,14:14:48
冷煤,綠環境,2023/6/27,18:00:00,5005056005,18:17:06
大門,綠環境,2023/6/27,18:00:00,5005056021,18:51:05
大門,綠環境,2023/7/4,04:00:00,5005056021,04:37:08
大門,綠環境,2023/7/4,17:00:00,5005056021,17:16:59
大門,綠環境,2023/7/4,20:00:00,5005056021,20:50:42
大門,綠環境,2023/7/14,07:00:00,5005056021,07:45:27
冷煤,綠環境,2023/7/14,08:00:00,5005056017,"08:36:45,08:42:27"
冷煤,綠環境,2023/7/18,10:00:00,5005056005,10:15:29
大門,綠環境,2023/7/18,18:00:00,5005056021,"18:05:37,18:09:57"
冷煤,綠環境,2023/7/20,09:00:00,5005056005,09:18:24
冷煤,綠環境,2023/7/20,11:00:00,5005056005,11:08:57
大門,綠環境,2023/7/22,08:00:00,5005056021,08:55:26
冷煤,綠環境,2023/7/24,12:00:00,5005056017,12:59:29
冷煤,綠環境,2023/7/26,09:00:00,5005056017,09:19:18
冷煤,綠環境,2023/7/26,20:00:00,5005056017,"20:00:54,20:11:20,20:11:22"
冷煤,綠環境,2023/8/1,09:00:00,5005056017,09:50:44
冷煤,綠環境,2023/8/1,11:00:00,5005056005,11:16:36
冷煤,綠環境,2023/8/2,11:00:00,5005056001,11:43:38
冷煤,綠環境,2023/8/7,11:00:00,5005056017,11:27:09
冷煤,綠環境,2023/8/15,11:00:00,5005056005,11:50:22
大門,綠環境,2023/8/15,17:00:00,5005056021,17:13:24
冷煤,綠環境,2023/8/17,08:00:00,5005056005,08:22:09
冷煤,綠環境,2023/8/17,15:00:00,5005056001,15:19:10
大門,綠環境,2023/8/23,20:00:00,5005056021,20:32:01
冷煤,綠環境,2023/8/24,08:00:00,5005056017,08:40:57
大門,綠環境,2023/8/30,07:00:00,5005056021,07:43:18
冷煤,綠環境,2023/9/7,09:00:00,5005056001,09:54:23
冷煤,綠環境,2023/9/7,16:00:00,5005056001,16:13:03
大門,綠環境,2023/9/7,19:00:00,5005056021,19:15:42
冷煤,綠環境,2023/9/12,08:00:00,5005056017,"08:25:54,08:34:08,08:39:46"
冷煤,綠環境,2023/9/19,08:00:00,5005056017,08:40:22
冷煤,綠環境,2023/9/20,09:00:00,5005056017,09:58:56
冷煤,綠環境,2023/9/20,14:00:00,5005056005,14:35:46
冷煤,綠環境,2023/9/20,16:00:00,5005056005,16:07:35
大門,綠環境,2023/9/21,07:00:00,5005056021,07:25:47
大門,綠環境,2023/9/27,18:00:00,5005056021,18:17:53
冷煤,聯榮,2023/5/3,10:00:00,5072141805,"10:26:12,10:33:05"
冷煤,聯榮,2023/5/3,13:00:00,5072141805,"13:20:08,13:46:30,13:59:47"
冷煤,聯榮,2023/5/3,14:00:00,5072141805,"14:30:14,14:35:08"
冷煤,聯榮,2023/5/3,16:00:00,5072141805,"16:19:33,16:27:06,16:39:57"
冷煤,聯榮,2023/6/6,09:00:02,5072141805,09:57:36
冷煤,聯榮,2023/6/6,10:00:01,5072141805,10:55:37
冷煤,聯榮,2023/6/6,13:00:01,5072141805,13:06:54
冷煤,聯榮,2023/6/6,14:00:01,5072141805,"14:15:47,14:52:13"
冷煤,聯榮,2023/6/12,11:00:02,5072141805,11:44:17
冷煤,聯榮,2023/6/12,13:00:02,5072141805,13:09:48
冷煤,聯榮,2023/6/12,14:00:02,5072141801,14:53:09
大門,聯榮,2023/6/12,17:00:02,5072141801,17:39:20
冷煤,聯榮,2023/6/14,14:00:02,5072141801,14:38:44
冷煤,聯榮,2023/6/14,16:00:02,5072141805,16:08:59
冷煤,聯榮,2023/6/21,08:00:00,5072141805,"08:40:20,08:51:45"
冷煤,聯榮,2023/6/21,14:00:02,5072141805,14:16:46
冷煤,聯榮,2023/6/26,14:00:01,5072141805,14:13:55
大門,聯榮,2023/6/27,07:00:00,5072141801,"07:13:28,07:39:52"
冷煤,聯榮,2023/6/27,09:00:00,5072141801,09:01:04
冷煤,聯榮,2023/7/4,08:00:01,5072141805,08:46:34
冷煤,聯榮,2023/7/5,09:00:01,5072141805,09:10:59
冷煤,聯榮,2023/7/5,10:00:01,5072141805,10:30:07
冷煤,聯榮,2023/7/5,11:00:01,5072141805,"11:05:13,11:05:15,11:05:25"
冷煤,聯榮,2023/7/5,16:00:01,5072141805,"16:15:07,16:20:01,16:32:24,16:33:32,16:33:40,16:33:50,16:35:02,16:35:14"
冷煤,聯榮,2023/7/6,13:00:00,5072141805,13:37:00
冷煤,聯榮,2023/7/10,11:00:02,5072141805,11:50:48
冷煤,聯榮,2023/7/10,14:00:02,5072141805,14:59:54
冷煤,聯榮,2023/7/14,13:00:00,5072141805,13:43:06
冷煤,聯榮,2023/7/18,14:00:02,5072141805,14:40:35
冷煤,聯榮,2023/7/20,13:00:02,5072141805,13:21:49
冷煤,聯榮,2023/7/20,14:00:02,5072141805,14:37:28
冷煤,聯榮,2023/7/20,15:00:02,5072141805,15:35:07
冷煤,聯榮,2023/7/24,09:00:01,5072141805,09:06:33
冷煤,聯榮,2023/7/24,10:00:01,5072141805,"10:38:06,10:55:04"
冷煤,聯榮,2023/7/24,13:00:01,5072141805,13:32:15
冷煤,聯榮,2023/8/1,13:00:01,5072141801,13:46:44
冷煤,聯榮,2023/8/2,08:00:01,5072141805,08:42:42
冷煤,聯榮,2023/8/2,09:00:01,5072141805,09:51:35
冷煤,聯榮,2023/8/2,14:00:01,5072141805,14:57:51
冷煤,聯榮,2023/8/7,14:00:02,5072141805,14:35:37
大門,聯榮,2023/8/7,17:00:02,5072141801,17:05:07
冷煤,聯榮,2023/8/11,09:00:01,5072141805,"09:32:07,09:33:48"
冷煤,聯榮,2023/8/11,13:00:01,5072141805,13:04:56
冷煤,聯榮,2023/8/11,15:00:01,5072141805,"15:00:08,15:58:53"
冷煤,聯榮,2023/8/15,08:00:02,5072141805,"08:16:54,08:40:14"
冷煤,聯榮,2023/8/15,11:00:00,5072141805,11:00:19
冷煤,聯榮,2023/8/15,15:00:02,5072141805,15:55:11
冷煤,聯榮,2023/8/15,16:00:02,5072141805,16:06:41
冷煤,聯榮,2023/8/17,11:00:02,5072141805,"11:15:01,11:42:14"
大門,聯榮,2023/8/23,07:00:00,5072141801,07:36:57
冷煤,聯榮,2023/8/23,08:00:00,5072141805,08:43:18
冷煤,聯榮,2023/8/23,15:00:00,5072141805,15:43:24
冷煤,聯榮,2023/8/23,16:00:00,5072141805,16:20:23
冷煤,聯榮,2023/8/24,10:00:02,5072141805,10:33:48
冷煤,聯榮,2023/8/28,08:00:01,5072141805,08:23:08
冷煤,聯榮,2023/8/28,10:00:01,5072141805,10:49:40
冷煤,聯榮,2023/8/28,11:00:01,5072141805,11:05:09
冷煤,聯榮,2023/8/28,14:00:01,5072141805,"14:31:01,14:40:11"
冷煤,聯榮,2023/9/7,09:00:02,5072141805,09:44:18
冷煤,聯榮,2023/9/7,14:00:02,5072141805,14:29:01
冷煤,聯榮,2023/9/7,15:00:01,5072141805,15:30:48
冷煤,聯榮,2023/9/7,16:00:01,5072141805,16:12:42
冷煤,聯榮,2023/9/8,08:00:01,5072141805,08:15:48
冷煤,聯榮,2023/9/8,11:00:01,5072141805,11:08:37
冷煤,聯榮,2023/9/8,13:00:01,5072141805,"13:53:40,13:55:24"
冷煤,聯榮,2023/9/8,15:00:01,5072141805,15:49:10
大門,聯榮,2023/9/9,08:00:01,5072141801,"08:34:09,08:37:35,08:39:47,08:44:03"
冷煤,聯榮,2023/9/11,08:00:00,5072141805,08:52:54
冷煤,聯榮,2023/9/11,11:00:00,5072141801,11:38:23
冷煤,聯榮,2023/9/11,14:00:00,5072141805,"14:04:50,14:53:08"
冷煤,聯榮,2023/9/11,16:00:00,5072141805,16:37:59
冷煤,聯榮,2023/9/12,08:00:00,5072141805,08:38:19
大門,聯榮,2023/9/19,07:00:01,5072141801,07:45:32
冷煤,聯榮,2023/9/19,15:00:01,5072141805,15:48:51
冷煤,聯榮,2023/9/19,16:00:01,5072141805,16:09:11
冷煤,聯榮,2023/9/20,13:00:00,5072141805,13:05:44
冷煤,聯榮,2023/9/20,14:00:00,5072141805,14:07:20
冷煤,聯榮,2023/9/21,09:00:00,5072141805,09:14:22
冷煤,聯榮,2023/9/25,14:00:02,5072141805,14:57:20
